"","ObservedDate","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"105","7/17/2020","NJ",2020,199,"7/18/2018","7/17/2018",730,731,2
"106","7/18/2020","NJ",2020,200,"7/18/2018","7/17/2018",731,732,1
"107","7/19/2020","NJ",2020,201,"7/18/2018","7/17/2018",732,733,5
"108","7/20/2020","NJ",2020,202,"7/18/2018","7/17/2018",733,734,2
"109","7/22/2020","NJ",2020,204,"7/18/2018","7/17/2018",735,736,3
"110","7/23/2020","NJ",2020,205,"7/18/2018","7/17/2018",736,737,6
"111","7/24/2020","NJ",2020,206,"7/18/2018","7/17/2018",737,738,6
"112","7/25/2020","NJ",2020,207,"7/18/2018","7/17/2018",738,739,14
"113","7/26/2020","NJ",2020,208,"7/18/2018","7/17/2018",739,740,3
"114","7/27/2020","NJ",2020,209,"7/18/2018","7/17/2018",740,741,3
"115","7/28/2020","NJ",2020,210,"7/18/2018","7/17/2018",741,742,2
"116","7/29/2020","NJ",2020,211,"7/18/2018","7/17/2018",742,743,4
"117","7/30/2020","NJ",2020,212,"7/18/2018","7/17/2018",743,744,3
"118","7/31/2020","NJ",2020,213,"7/18/2018","7/17/2018",744,745,6
"119","8/1/2020","NJ",2020,214,"7/18/2018","7/17/2018",745,746,5
"120","8/2/2020","NJ",2020,215,"7/18/2018","7/17/2018",746,747,7
"121","8/3/2020","NJ",2020,216,"7/18/2018","7/17/2018",747,748,11
"122","8/4/2020","NJ",2020,217,"7/18/2018","7/17/2018",748,749,5
"123","8/5/2020","NJ",2020,218,"7/18/2018","7/17/2018",749,750,7
"124","8/6/2020","NJ",2020,219,"7/18/2018","7/17/2018",750,751,5
"125","8/7/2020","NJ",2020,220,"7/18/2018","7/17/2018",751,752,7
"126","8/8/2020","NJ",2020,221,"7/18/2018","7/17/2018",752,753,9
"127","8/9/2020","NJ",2020,222,"7/18/2018","7/17/2018",753,754,9
"128","8/10/2020","NJ",2020,223,"7/18/2018","7/17/2018",754,755,7
"129","8/11/2020","NJ",2020,224,"7/18/2018","7/17/2018",755,756,11
"130","8/12/2020","NJ",2020,225,"7/18/2018","7/17/2018",756,757,8
"131","8/13/2020","NJ",2020,226,"7/18/2018","7/17/2018",757,758,4
"132","8/14/2020","NJ",2020,227,"7/18/2018","7/17/2018",758,759,8
"133","8/15/2020","NJ",2020,228,"7/18/2018","7/17/2018",759,760,17
"134","8/16/2020","NJ",2020,229,"7/18/2018","7/17/2018",760,761,6
"135","8/17/2020","NJ",2020,230,"7/18/2018","7/17/2018",761,762,3
"136","8/18/2020","NJ",2020,231,"7/18/2018","7/17/2018",762,763,3
"137","8/19/2020","NJ",2020,232,"7/18/2018","7/17/2018",763,764,3
"138","8/20/2020","NJ",2020,233,"7/18/2018","7/17/2018",764,765,8
"139","8/21/2020","NJ",2020,234,"7/18/2018","7/17/2018",765,766,10
"140","8/22/2020","NJ",2020,235,"7/18/2018","7/17/2018",766,767,14
"141","8/23/2020","NJ",2020,236,"7/18/2018","7/17/2018",767,768,8
"142","8/24/2020","NJ",2020,237,"7/18/2018","7/17/2018",768,769,8
"143","8/25/2020","NJ",2020,238,"7/18/2018","7/17/2018",769,770,5
"144","8/26/2020","NJ",2020,239,"7/18/2018","7/17/2018",770,771,4
"145","8/27/2020","NJ",2020,240,"7/18/2018","7/17/2018",771,772,6
"146","8/28/2020","NJ",2020,241,"7/18/2018","7/17/2018",772,773,8
"147","8/29/2020","NJ",2020,242,"7/18/2018","7/17/2018",773,774,6
"148","8/30/2020","NJ",2020,243,"7/18/2018","7/17/2018",774,775,17
"149","8/31/2020","NJ",2020,244,"7/18/2018","7/17/2018",775,776,8
"150","9/1/2020","NJ",2020,245,"7/18/2018","7/17/2018",776,777,4
"151","9/3/2020","NJ",2020,247,"7/18/2018","7/17/2018",778,779,4
"152","9/4/2020","NJ",2020,248,"7/18/2018","7/17/2018",779,780,13
"153","9/5/2020","NJ",2020,249,"7/18/2018","7/17/2018",780,781,4
"154","9/6/2020","NJ",2020,250,"7/18/2018","7/17/2018",781,782,10
"155","9/7/2020","NJ",2020,251,"7/18/2018","7/17/2018",782,783,23
"156","9/8/2020","NJ",2020,252,"7/18/2018","7/17/2018",783,784,8
"157","9/9/2020","NJ",2020,253,"7/18/2018","7/17/2018",784,785,3
"158","9/10/2020","NJ",2020,254,"7/18/2018","7/17/2018",785,786,2
"159","9/11/2020","NJ",2020,255,"7/18/2018","7/17/2018",786,787,4
"160","9/12/2020","NJ",2020,256,"7/18/2018","7/17/2018",787,788,6
"161","9/13/2020","NJ",2020,257,"7/18/2018","7/17/2018",788,789,9
"162","9/14/2020","NJ",2020,258,"7/18/2018","7/17/2018",789,790,11
"163","9/15/2020","NJ",2020,259,"7/18/2018","7/17/2018",790,791,6
"164","9/16/2020","NJ",2020,260,"7/18/2018","7/17/2018",791,792,4
"165","9/17/2020","NJ",2020,261,"7/18/2018","7/17/2018",792,793,6
"166","9/18/2020","NJ",2020,262,"7/18/2018","7/17/2018",793,794,8
"167","9/19/2020","NJ",2020,263,"7/18/2018","7/17/2018",794,795,11
"168","9/20/2020","NJ",2020,264,"7/18/2018","7/17/2018",795,796,2
"169","9/21/2020","NJ",2020,265,"7/18/2018","7/17/2018",796,797,1
"170","9/22/2020","NJ",2020,266,"7/18/2018","7/17/2018",797,798,2
"171","9/23/2020","NJ",2020,267,"7/18/2018","7/17/2018",798,799,12
"172","9/24/2020","NJ",2020,268,"7/18/2018","7/17/2018",799,800,6
"173","9/25/2020","NJ",2020,269,"7/18/2018","7/17/2018",800,801,28
"174","9/26/2020","NJ",2020,270,"7/18/2018","7/17/2018",801,802,10
"175","9/27/2020","NJ",2020,271,"7/18/2018","7/17/2018",802,803,19
"176","9/28/2020","NJ",2020,272,"7/18/2018","7/17/2018",803,804,3
"177","9/29/2020","NJ",2020,273,"7/18/2018","7/17/2018",804,805,9
"178","9/30/2020","NJ",2020,274,"7/18/2018","7/17/2018",805,806,5
"179","10/1/2020","NJ",2020,275,"7/18/2018","7/17/2018",806,807,7
"180","10/2/2020","NJ",2020,276,"7/18/2018","7/17/2018",807,808,10
"181","10/3/2020","NJ",2020,277,"7/18/2018","7/17/2018",808,809,10
"182","10/4/2020","NJ",2020,278,"7/18/2018","7/17/2018",809,810,13
"183","10/5/2020","NJ",2020,279,"7/18/2018","7/17/2018",810,811,4
"184","10/6/2020","NJ",2020,280,"7/18/2018","7/17/2018",811,812,8
"185","10/7/2020","NJ",2020,281,"7/18/2018","7/17/2018",812,813,10
"186","10/8/2020","NJ",2020,282,"7/18/2018","7/17/2018",813,814,7
"187","10/9/2020","NJ",2020,283,"7/18/2018","7/17/2018",814,815,7
"188","10/10/2020","NJ",2020,284,"7/18/2018","7/17/2018",815,816,11
"189","10/11/2020","NJ",2020,285,"7/18/2018","7/17/2018",816,817,12
"190","10/12/2020","NJ",2020,286,"7/18/2018","7/17/2018",817,818,1
"191","10/13/2020","NJ",2020,287,"7/18/2018","7/17/2018",818,819,4
"192","10/14/2020","NJ",2020,288,"7/18/2018","7/17/2018",819,820,4
"193","10/15/2020","NJ",2020,289,"7/18/2018","7/17/2018",820,821,16
"194","10/16/2020","NJ",2020,290,"7/18/2018","7/17/2018",821,822,4
"195","10/17/2020","NJ",2020,291,"7/18/2018","7/17/2018",822,823,7
"196","10/18/2020","NJ",2020,292,"7/18/2018","7/17/2018",823,824,4
"197","10/19/2020","NJ",2020,293,"7/18/2018","7/17/2018",824,825,10
"198","10/20/2020","NJ",2020,294,"7/18/2018","7/17/2018",825,826,7
"199","10/21/2020","NJ",2020,295,"7/18/2018","7/17/2018",826,827,5
"200","10/22/2020","NJ",2020,296,"7/18/2018","7/17/2018",827,828,9
"201","10/23/2020","NJ",2020,297,"7/18/2018","7/17/2018",828,829,7
"202","10/24/2020","NJ",2020,298,"7/18/2018","7/17/2018",829,830,14
"203","10/25/2020","NJ",2020,299,"7/18/2018","7/17/2018",830,831,6
"204","10/27/2020","NJ",2020,301,"7/18/2018","7/17/2018",832,833,5
"205","10/28/2020","NJ",2020,302,"7/18/2018","7/17/2018",833,834,2
"206","10/30/2020","NJ",2020,304,"7/18/2018","7/17/2018",835,836,3
"207","10/31/2020","NJ",2020,305,"7/18/2018","7/17/2018",836,837,2
"208","11/1/2020","NJ",2020,306,"7/18/2018","7/17/2018",837,838,2
"209","11/2/2020","NJ",2020,307,"7/18/2018","7/17/2018",838,839,1
"210","11/3/2020","NJ",2020,308,"7/18/2018","7/17/2018",839,840,1
"211","11/4/2020","NJ",2020,309,"7/18/2018","7/17/2018",840,841,3
"212","11/6/2020","NJ",2020,311,"7/18/2018","7/17/2018",842,843,1
"213","11/7/2020","NJ",2020,312,"7/18/2018","7/17/2018",843,844,4
"214","11/8/2020","NJ",2020,313,"7/18/2018","7/17/2018",844,845,3
"215","11/9/2020","NJ",2020,314,"7/18/2018","7/17/2018",845,846,3
"216","11/10/2020","NJ",2020,315,"7/18/2018","7/17/2018",846,847,1
"217","11/11/2020","NJ",2020,316,"7/18/2018","7/17/2018",847,848,1
"218","11/12/2020","NJ",2020,317,"7/18/2018","7/17/2018",848,849,1
"219","11/14/2020","NJ",2020,319,"7/18/2018","7/17/2018",850,851,1
"220","11/16/2020","NJ",2020,321,"7/18/2018","7/17/2018",852,853,1
"221","11/17/2020","NJ",2020,322,"7/18/2018","7/17/2018",853,854,2
"222","11/18/2020","NJ",2020,323,"7/18/2018","7/17/2018",854,855,1
"223","11/21/2020","NJ",2020,326,"7/18/2018","7/17/2018",857,858,3
"224","11/22/2020","NJ",2020,327,"7/18/2018","7/17/2018",858,859,1
"225","11/23/2020","NJ",2020,328,"7/18/2018","7/17/2018",859,860,1
"226","11/24/2020","NJ",2020,329,"7/18/2018","7/17/2018",860,861,2
"227","11/27/2020","NJ",2020,332,"7/18/2018","7/17/2018",863,864,1
"228","11/28/2020","NJ",2020,333,"7/18/2018","7/17/2018",864,865,1
"229","12/10/2020","NJ",2020,345,"7/18/2018","7/17/2018",876,877,1
"230","12/13/2020","NJ",2020,348,"7/18/2018","7/17/2018",879,880,1
"231","12/25/2020","NJ",2020,360,"7/18/2018","7/17/2018",891,892,1
"232","1/13/2021","NJ",2021,13,"7/18/2018","7/17/2018",910,911,1
"233","2/10/2021","NJ",2021,41,"7/18/2018","7/17/2018",938,939,1
"234","2/16/2021","NJ",2021,47,"7/18/2018","7/17/2018",944,945,1
"235","3/3/2021","NJ",2021,62,"7/18/2018","7/17/2018",959,960,1
"236","3/12/2021","NJ",2021,71,"7/18/2018","7/17/2018",968,969,13
"237","3/13/2021","NJ",2021,72,"7/18/2018","7/17/2018",969,970,1
"238","3/14/2021","NJ",2021,73,"7/18/2018","7/17/2018",970,971,2
"239","3/16/2021","NJ",2021,75,"7/18/2018","7/17/2018",972,973,1
"240","3/17/2021","NJ",2021,76,"7/18/2018","7/17/2018",973,974,1
"241","3/19/2021","NJ",2021,78,"7/18/2018","7/17/2018",975,976,2
"242","3/21/2021","NJ",2021,80,"7/18/2018","7/17/2018",977,978,2
"243","3/24/2021","NJ",2021,83,"7/18/2018","7/17/2018",980,981,1
"244","3/25/2021","NJ",2021,84,"7/18/2018","7/17/2018",981,982,1
"245","3/29/2021","NJ",2021,88,"7/18/2018","7/17/2018",985,986,9
"246","3/30/2021","NJ",2021,89,"7/18/2018","7/17/2018",986,987,8
"247","3/31/2021","NJ",2021,90,"7/18/2018","7/17/2018",987,988,1
"248","4/1/2021","NJ",2021,91,"7/18/2018","7/17/2018",988,989,1
"249","4/3/2021","NJ",2021,93,"7/18/2018","7/17/2018",990,991,1
"250","4/6/2021","NJ",2021,96,"7/18/2018","7/17/2018",993,994,1
"251","4/7/2021","NJ",2021,97,"7/18/2018","7/17/2018",994,995,2
"252","4/11/2021","NJ",2021,101,"7/18/2018","7/17/2018",998,999,2
"253","4/12/2021","NJ",2021,102,"7/18/2018","7/17/2018",999,1000,1
"254","4/17/2021","NJ",2021,107,"7/18/2018","7/17/2018",1004,1005,2
"255","4/18/2021","NJ",2021,108,"7/18/2018","7/17/2018",1005,1006,15
"256","4/22/2021","NJ",2021,112,"7/18/2018","7/17/2018",1009,1010,2
"257","4/26/2021","NJ",2021,116,"7/18/2018","7/17/2018",1013,1014,1
"258","5/2/2021","NJ",2021,122,"7/18/2018","7/17/2018",1019,1020,2
"259","5/3/2021","NJ",2021,123,"7/18/2018","7/17/2018",1020,1021,1
"260","5/4/2021","NJ",2021,124,"7/18/2018","7/17/2018",1021,1022,1
"261","5/6/2021","NJ",2021,126,"7/18/2018","7/17/2018",1023,1024,2
"262","5/7/2021","NJ",2021,127,"7/18/2018","7/17/2018",1024,1025,2
"263","5/8/2021","NJ",2021,128,"7/18/2018","7/17/2018",1025,1026,1
"264","5/9/2021","NJ",2021,129,"7/18/2018","7/17/2018",1026,1027,1
"265","5/11/2021","NJ",2021,131,"7/18/2018","7/17/2018",1028,1029,2
"266","5/12/2021","NJ",2021,132,"7/18/2018","7/17/2018",1029,1030,1
"267","5/13/2021","NJ",2021,133,"7/18/2018","7/17/2018",1030,1031,1
"268","5/14/2021","NJ",2021,134,"7/18/2018","7/17/2018",1031,1032,1
"269","5/15/2021","NJ",2021,135,"7/18/2018","7/17/2018",1032,1033,5
"270","5/16/2021","NJ",2021,136,"7/18/2018","7/17/2018",1033,1034,4
"271","5/17/2021","NJ",2021,137,"7/18/2018","7/17/2018",1034,1035,3
"272","5/18/2021","NJ",2021,138,"7/18/2018","7/17/2018",1035,1036,2
"273","5/19/2021","NJ",2021,139,"7/18/2018","7/17/2018",1036,1037,2
"274","5/20/2021","NJ",2021,140,"7/18/2018","7/17/2018",1037,1038,4
"275","5/21/2021","NJ",2021,141,"7/18/2018","7/17/2018",1038,1039,6
"276","5/22/2021","NJ",2021,142,"7/18/2018","7/17/2018",1039,1040,11
"277","5/23/2021","NJ",2021,143,"7/18/2018","7/17/2018",1040,1041,8
"278","5/24/2021","NJ",2021,144,"7/18/2018","7/17/2018",1041,1042,9
"279","5/25/2021","NJ",2021,145,"7/18/2018","7/17/2018",1042,1043,6
"280","5/26/2021","NJ",2021,146,"7/18/2018","7/17/2018",1043,1044,3
"281","5/27/2021","NJ",2021,147,"7/18/2018","7/17/2018",1044,1045,7
"282","5/28/2021","NJ",2021,148,"7/18/2018","7/17/2018",1045,1046,4
"283","5/29/2021","NJ",2021,149,"7/18/2018","7/17/2018",1046,1047,1
"284","5/30/2021","NJ",2021,150,"7/18/2018","7/17/2018",1047,1048,2
"285","5/31/2021","NJ",2021,151,"7/18/2018","7/17/2018",1048,1049,12
"286","6/1/2021","NJ",2021,152,"7/18/2018","7/17/2018",1049,1050,6
"287","6/2/2021","NJ",2021,153,"7/18/2018","7/17/2018",1050,1051,12
"288","6/3/2021","NJ",2021,154,"7/18/2018","7/17/2018",1051,1052,11
"289","6/4/2021","NJ",2021,155,"7/18/2018","7/17/2018",1052,1053,1
"290","6/5/2021","NJ",2021,156,"7/18/2018","7/17/2018",1053,1054,7
"291","6/6/2021","NJ",2021,157,"7/18/2018","7/17/2018",1054,1055,6
"292","6/7/2021","NJ",2021,158,"7/18/2018","7/17/2018",1055,1056,5
"293","6/8/2021","NJ",2021,159,"7/18/2018","7/17/2018",1056,1057,4
"294","6/9/2021","NJ",2021,160,"7/18/2018","7/17/2018",1057,1058,5
"295","6/10/2021","NJ",2021,161,"7/18/2018","7/17/2018",1058,1059,12
"296","6/11/2021","NJ",2021,162,"7/18/2018","7/17/2018",1059,1060,7
"297","6/12/2021","NJ",2021,163,"7/18/2018","7/17/2018",1060,1061,13
"298","6/13/2021","NJ",2021,164,"7/18/2018","7/17/2018",1061,1062,20
"299","6/14/2021","NJ",2021,165,"7/18/2018","7/17/2018",1062,1063,13
"300","6/15/2021","NJ",2021,166,"7/18/2018","7/17/2018",1063,1064,8
"301","6/16/2021","NJ",2021,167,"7/18/2018","7/17/2018",1064,1065,17
"302","6/17/2021","NJ",2021,168,"7/18/2018","7/17/2018",1065,1066,11
"303","6/18/2021","NJ",2021,169,"7/18/2018","7/17/2018",1066,1067,5
"304","6/19/2021","NJ",2021,170,"7/18/2018","7/17/2018",1067,1068,2
"305","6/20/2021","NJ",2021,171,"7/18/2018","7/17/2018",1068,1069,7
"306","6/21/2021","NJ",2021,172,"7/18/2018","7/17/2018",1069,1070,5
"307","6/22/2021","NJ",2021,173,"7/18/2018","7/17/2018",1070,1071,1
"308","6/23/2021","NJ",2021,174,"7/18/2018","7/17/2018",1071,1072,20
"309","6/24/2021","NJ",2021,175,"7/18/2018","7/17/2018",1072,1073,8
"310","6/25/2021","NJ",2021,176,"7/18/2018","7/17/2018",1073,1074,7
"311","6/26/2021","NJ",2021,177,"7/18/2018","7/17/2018",1074,1075,8
"312","6/27/2021","NJ",2021,178,"7/18/2018","7/17/2018",1075,1076,11
"313","6/28/2021","NJ",2021,179,"7/18/2018","7/17/2018",1076,1077,7
"314","6/29/2021","NJ",2021,180,"7/18/2018","7/17/2018",1077,1078,5
"315","6/30/2021","NJ",2021,181,"7/18/2018","7/17/2018",1078,1079,6
"316","7/1/2021","NJ",2021,182,"7/18/2018","7/17/2018",1079,1080,3
"317","7/2/2021","NJ",2021,183,"7/18/2018","7/17/2018",1080,1081,10
"318","7/3/2021","NJ",2021,184,"7/18/2018","7/17/2018",1081,1082,10
"319","7/4/2021","NJ",2021,185,"7/18/2018","7/17/2018",1082,1083,13
"320","7/5/2021","NJ",2021,186,"7/18/2018","7/17/2018",1083,1084,21
"321","7/6/2021","NJ",2021,187,"7/18/2018","7/17/2018",1084,1085,13
"322","7/7/2021","NJ",2021,188,"7/18/2018","7/17/2018",1085,1086,11
"323","7/8/2021","NJ",2021,189,"7/18/2018","7/17/2018",1086,1087,11
"324","7/9/2021","NJ",2021,190,"7/18/2018","7/17/2018",1087,1088,14
"325","7/10/2021","NJ",2021,191,"7/18/2018","7/17/2018",1088,1089,23
"326","7/11/2021","NJ",2021,192,"7/18/2018","7/17/2018",1089,1090,21
"327","7/12/2021","NJ",2021,193,"7/18/2018","7/17/2018",1090,1091,6
"328","7/13/2021","NJ",2021,194,"7/18/2018","7/17/2018",1091,1092,14
"329","7/14/2021","NJ",2021,195,"7/18/2018","7/17/2018",1092,1093,8
"330","7/15/2021","NJ",2021,196,"7/18/2018","7/17/2018",1093,1094,14
"331","7/16/2021","NJ",2021,197,"7/18/2018","7/17/2018",1094,1095,11
"332","7/17/2021","NJ",2021,198,"7/18/2018","7/17/2018",1095,1096,15
"333","7/18/2021","NJ",2021,199,"7/18/2018","7/17/2018",1096,1097,14
"334","7/19/2021","NJ",2021,200,"7/18/2018","7/17/2018",1097,1098,12
"335","7/20/2021","NJ",2021,201,"7/18/2018","7/17/2018",1098,1099,15
"336","7/21/2021","NJ",2021,202,"7/18/2018","7/17/2018",1099,1100,13
"337","7/22/2021","NJ",2021,203,"7/18/2018","7/17/2018",1100,1101,9
"338","7/23/2021","NJ",2021,204,"7/18/2018","7/17/2018",1101,1102,12
"339","7/24/2021","NJ",2021,205,"7/18/2018","7/17/2018",1102,1103,17
"340","7/25/2021","NJ",2021,206,"7/18/2018","7/17/2018",1103,1104,12
"341","7/26/2021","NJ",2021,207,"7/18/2018","7/17/2018",1104,1105,10
"342","7/27/2021","NJ",2021,208,"7/18/2018","7/17/2018",1105,1106,12
