"","ObservedDate","County","State","Count","Year","DOY","FirstiNatReport","FirstInvasion"
"48",2017-08-22,"Berks","PA",1,2017,234,"11/7/2015","9/22/2014"
"49",2018-05-21,"Montgomery","PA",1,2018,141,"11/7/2015","9/22/2014"
"50",2018-05-23,"Berks","PA",1,2018,143,"11/7/2015","9/22/2014"
"51",2018-05-24,"Chester","PA",1,2018,144,"11/7/2015","9/22/2014"
"52",2018-05-25,"Berks","PA",1,2018,145,"11/7/2015","9/22/2014"
"53",2018-05-29,"Chester","PA",1,2018,149,"11/7/2015","9/22/2014"
"54",2018-06-04,"Berks","PA",1,2018,155,"11/7/2015","9/22/2014"
"55",2018-06-04,"Berks","PA",1,2018,155,"11/7/2015","9/22/2014"
"56",2018-06-04,"Montgomery","PA",1,2018,155,"11/7/2015","9/22/2014"
"57",2018-06-04,"Bucks","PA",1,2018,155,"11/7/2015","9/22/2014"
"58",2018-06-04,"Bucks","PA",1,2018,155,"11/7/2015","9/22/2014"
"59",2018-06-10,"Bucks","PA",1,2018,161,"11/7/2015","9/22/2014"
"60",2018-06-14,"Berks","PA",1,2018,165,"11/7/2015","9/22/2014"
"61",2018-06-15,"Montgomery","PA",1,2018,166,"11/7/2015","9/22/2014"
"62",2018-06-14,"Montgomery","PA",1,2018,165,"11/7/2015","9/22/2014"
"63",2018-06-20,"Lancaster","PA",1,2018,171,"11/7/2015","9/22/2014"
"64",2018-06-20,"Montgomery","PA",1,2018,171,"11/7/2015","9/22/2014"
"65",2018-06-16,"Bucks","PA",1,2018,167,"11/7/2015","9/22/2014"
"66",2018-06-22,"Montgomery","PA",1,2018,173,"11/7/2015","9/22/2014"
"67",2018-06-14,"Montgomery","PA",1,2018,165,"11/7/2015","9/22/2014"
"68",2018-06-24,"Montgomery","PA",1,2018,175,"11/7/2015","9/22/2014"
"69",2018-06-25,"Montgomery","PA",1,2018,176,"11/7/2015","9/22/2014"
"70",2018-06-28,"Berks","PA",1,2018,179,"11/7/2015","9/22/2014"
"71",2018-07-02,"Bucks","PA",1,2018,183,"11/7/2015","9/22/2014"
"72",2018-07-05,"Berks","PA",1,2018,186,"11/7/2015","9/22/2014"
"73",2018-07-08,"Berks","PA",1,2018,189,"11/7/2015","9/22/2014"
"74",2018-07-11,"Carbon","PA",1,2018,192,"11/7/2015","9/22/2014"
"75",2018-07-12,"Bucks","PA",1,2018,193,"11/7/2015","9/22/2014"
"76",2018-07-12,"Berks","PA",1,2018,193,"11/7/2015","9/22/2014"
"77",2018-07-15,"Montgomery","PA",1,2018,196,"11/7/2015","9/22/2014"
"78",2018-07-15,"Lehigh","PA",1,2018,196,"11/7/2015","9/22/2014"
"79",2018-07-17,"Berks","PA",1,2018,198,"11/7/2015","9/22/2014"
"80",2018-07-18,"Lehigh","PA",1,2018,199,"11/7/2015","9/22/2014"
"81",2018-07-18,"Berks","PA",1,2018,199,"11/7/2015","9/22/2014"
"82",2018-07-18,"Lehigh","PA",1,2018,199,"11/7/2015","9/22/2014"
"83",2018-07-20,"Montgomery","PA",1,2018,201,"11/7/2015","9/22/2014"
"84",2018-07-21,"Berks","PA",1,2018,202,"11/7/2015","9/22/2014"
"85",2018-07-20,"Montgomery","PA",1,2018,201,"11/7/2015","9/22/2014"
"86",2018-07-17,"Montgomery","PA",1,2018,198,"11/7/2015","9/22/2014"
"87",2018-07-23,"Berks","PA",1,2018,204,"11/7/2015","9/22/2014"
"88",2018-07-24,"Berks","PA",1,2018,205,"11/7/2015","9/22/2014"
"89",2018-07-26,"Northampton","PA",1,2018,207,"11/7/2015","9/22/2014"
"90",2018-07-28,"Montgomery","PA",1,2018,209,"11/7/2015","9/22/2014"
"91",2018-07-28,"Berks","PA",1,2018,209,"11/7/2015","9/22/2014"
"92",2018-07-28,"Bucks","PA",1,2018,209,"11/7/2015","9/22/2014"
"93",2018-07-28,"Berks","PA",1,2018,209,"11/7/2015","9/22/2014"
"94",2018-07-28,"Berks","PA",1,2018,209,"11/7/2015","9/22/2014"
"95",2018-07-28,"Montgomery","PA",1,2018,209,"11/7/2015","9/22/2014"
"96",2018-07-28,"Montgomery","PA",1,2018,209,"11/7/2015","9/22/2014"
"97",2018-07-28,"Montgomery","PA",1,2018,209,"11/7/2015","9/22/2014"
"98",2018-07-28,"Montgomery","PA",1,2018,209,"11/7/2015","9/22/2014"
"99",2018-07-28,"Montgomery","PA",1,2018,209,"11/7/2015","9/22/2014"
"100",2018-07-30,"Montgomery","PA",1,2018,211,"11/7/2015","9/22/2014"
"101",2018-07-21,"Montgomery","PA",1,2018,202,"11/7/2015","9/22/2014"
"102",2018-08-02,"Montgomery","PA",1,2018,214,"11/7/2015","9/22/2014"
"103",2018-08-04,"Berks","PA",1,2018,216,"11/7/2015","9/22/2014"
"104",2018-08-04,"Chester","PA",1,2018,216,"11/7/2015","9/22/2014"
"105",2018-08-05,"Bucks","PA",1,2018,217,"11/7/2015","9/22/2014"
"106",2018-08-06,"Montgomery","PA",1,2018,218,"11/7/2015","9/22/2014"
"107",2018-08-06,"Bucks","PA",1,2018,218,"11/7/2015","9/22/2014"
"108",2018-08-06,"Carbon","PA",1,2018,218,"11/7/2015","9/22/2014"
"109",2018-08-06,"Montgomery","PA",1,2018,218,"11/7/2015","9/22/2014"
"110",2018-08-06,"Chester","PA",1,2018,218,"11/7/2015","9/22/2014"
"111",2018-08-07,"Bucks","PA",1,2018,219,"11/7/2015","9/22/2014"
"112",2018-08-07,"Chester","PA",1,2018,219,"11/7/2015","9/22/2014"
"113",2018-08-08,"Bucks","PA",1,2018,220,"11/7/2015","9/22/2014"
"114",2018-08-09,"Montgomery","PA",1,2018,221,"11/7/2015","9/22/2014"
"115",2018-08-09,"Lehigh","PA",1,2018,221,"11/7/2015","9/22/2014"
"116",2018-08-10,"Montgomery","PA",1,2018,222,"11/7/2015","9/22/2014"
"117",2018-08-08,"Montgomery","PA",1,2018,220,"11/7/2015","9/22/2014"
"118",2018-08-11,"Chester","PA",1,2018,223,"11/7/2015","9/22/2014"
"119",2018-08-11,"Lehigh","PA",1,2018,223,"11/7/2015","9/22/2014"
"120",2018-08-12,"Montgomery","PA",1,2018,224,"11/7/2015","9/22/2014"
"121",2018-08-11,"Berks","PA",1,2018,223,"11/7/2015","9/22/2014"
"122",2018-08-14,"Montgomery","PA",1,2018,226,"11/7/2015","9/22/2014"
"123",2018-08-15,"Montgomery","PA",1,2018,227,"11/7/2015","9/22/2014"
"124",2018-08-16,"Bucks","PA",1,2018,228,"11/7/2015","9/22/2014"
"125",2018-08-15,"Montgomery","PA",1,2018,227,"11/7/2015","9/22/2014"
"126",2018-08-17,"Berks","PA",1,2018,229,"11/7/2015","9/22/2014"
"127",2018-08-16,"Montgomery","PA",1,2018,228,"11/7/2015","9/22/2014"
"128",2018-08-17,"Berks","PA",1,2018,229,"11/7/2015","9/22/2014"
"129",2018-08-17,"Berks","PA",1,2018,229,"11/7/2015","9/22/2014"
"130",2018-08-17,"Bucks","PA",1,2018,229,"11/7/2015","9/22/2014"
"131",2018-08-18,"Montgomery","PA",1,2018,230,"11/7/2015","9/22/2014"
"132",2018-08-18,"Lehigh","PA",1,2018,230,"11/7/2015","9/22/2014"
"133",2018-08-19,"Montgomery","PA",1,2018,231,"11/7/2015","9/22/2014"
"134",2018-08-18,"Montgomery","PA",1,2018,230,"11/7/2015","9/22/2014"
"135",2018-08-18,"Montgomery","PA",1,2018,230,"11/7/2015","9/22/2014"
"136",2018-08-18,"Berks","PA",1,2018,230,"11/7/2015","9/22/2014"
"137",2018-08-20,"Montgomery","PA",1,2018,232,"11/7/2015","9/22/2014"
"138",2018-08-17,"Berks","PA",1,2018,229,"11/7/2015","9/22/2014"
"139",2018-08-19,"Berks","PA",1,2018,231,"11/7/2015","9/22/2014"
"140",2018-08-21,"Chester","PA",1,2018,233,"11/7/2015","9/22/2014"
"141",2018-08-22,"Montgomery","PA",1,2018,234,"11/7/2015","9/22/2014"
"142",2018-08-23,"Lehigh","PA",1,2018,235,"11/7/2015","9/22/2014"
"143",2018-08-25,"Lehigh","PA",1,2018,237,"11/7/2015","9/22/2014"
"144",2018-08-25,"Lehigh","PA",1,2018,237,"11/7/2015","9/22/2014"
"145",2018-08-25,"Philadelphia","PA",1,2018,237,"11/7/2015","9/22/2014"
"146",2018-08-28,"Montgomery","PA",1,2018,240,"11/7/2015","9/22/2014"
"147",2018-08-16,"Montgomery","PA",1,2018,228,"11/7/2015","9/22/2014"
"148",2018-08-26,"Montgomery","PA",1,2018,238,"11/7/2015","9/22/2014"
"149",2018-08-26,"Montgomery","PA",1,2018,238,"11/7/2015","9/22/2014"
"150",2018-08-23,"Montgomery","PA",1,2018,235,"11/7/2015","9/22/2014"
"151",2018-08-27,"Chester","PA",1,2018,239,"11/7/2015","9/22/2014"
"152",2018-08-28,"Montgomery","PA",1,2018,240,"11/7/2015","9/22/2014"
"153",2018-08-18,"Berks","PA",1,2018,230,"11/7/2015","9/22/2014"
"154",2018-08-29,"Montgomery","PA",1,2018,241,"11/7/2015","9/22/2014"
"155",2018-08-29,"Northampton","PA",1,2018,241,"11/7/2015","9/22/2014"
"156",2018-08-30,"Northampton","PA",1,2018,242,"11/7/2015","9/22/2014"
"157",2018-08-30,"Lehigh","PA",1,2018,242,"11/7/2015","9/22/2014"
"158",2018-08-24,"Montgomery","PA",1,2018,236,"11/7/2015","9/22/2014"
"159",2018-09-01,"Chester","PA",1,2018,244,"11/7/2015","9/22/2014"
"160",2018-09-01,"Northampton","PA",1,2018,244,"11/7/2015","9/22/2014"
"161",2018-09-01,"Montgomery","PA",1,2018,244,"11/7/2015","9/22/2014"
"162",2018-09-01,"Lehigh","PA",1,2018,244,"11/7/2015","9/22/2014"
"163",2018-09-01,"Centre","PA",1,2018,244,"11/7/2015","9/22/2014"
"164",2017-07-15,"Lebanon","PA",1,2017,196,"11/7/2015","9/22/2014"
"165",2018-09-02,"Montgomery","PA",1,2018,245,"11/7/2015","9/22/2014"
"166",2018-08-26,"Chester","PA",1,2018,238,"11/7/2015","9/22/2014"
"167",2018-09-03,"Washington","PA",1,2018,246,"11/7/2015","9/22/2014"
"168",2018-09-03,"Bucks","PA",1,2018,246,"11/7/2015","9/22/2014"
"169",2018-09-04,"Montgomery","PA",1,2018,247,"11/7/2015","9/22/2014"
"170",2018-09-05,"Montgomery","PA",1,2018,248,"11/7/2015","9/22/2014"
"171",2018-09-02,"Lehigh","PA",1,2018,245,"11/7/2015","9/22/2014"
"172",2018-09-06,"Northampton","PA",1,2018,249,"11/7/2015","9/22/2014"
"173",2018-09-07,"Berks","PA",1,2018,250,"11/7/2015","9/22/2014"
"174",2018-09-07,"Lehigh","PA",1,2018,250,"11/7/2015","9/22/2014"
"175",2018-09-07,"Montgomery","PA",1,2018,250,"11/7/2015","9/22/2014"
"176",2018-09-08,"Berks","PA",1,2018,251,"11/7/2015","9/22/2014"
"177",2018-09-08,"Lancaster","PA",1,2018,251,"11/7/2015","9/22/2014"
"178",2018-09-08,"Lancaster","PA",1,2018,251,"11/7/2015","9/22/2014"
"179",2018-09-08,"Lancaster","PA",1,2018,251,"11/7/2015","9/22/2014"
"180",2018-09-08,"Northampton","PA",1,2018,251,"11/7/2015","9/22/2014"
"181",2018-09-08,"Berks","PA",1,2018,251,"11/7/2015","9/22/2014"
"182",2018-09-08,"Berks","PA",1,2018,251,"11/7/2015","9/22/2014"
"183",2018-09-07,"Northampton","PA",1,2018,250,"11/7/2015","9/22/2014"
"184",2018-09-08,"Lehigh","PA",1,2018,251,"11/7/2015","9/22/2014"
"185",2018-09-08,"Chester","PA",1,2018,251,"11/7/2015","9/22/2014"
"186",2018-09-05,"Lehigh","PA",1,2018,248,"11/7/2015","9/22/2014"
"187",2018-09-01,"Berks","PA",1,2018,244,"11/7/2015","9/22/2014"
"188",2018-09-12,"Montgomery","PA",1,2018,255,"11/7/2015","9/22/2014"
"189",2018-09-13,"Montgomery","PA",1,2018,256,"11/7/2015","9/22/2014"
"190",2018-09-13,"Montgomery","PA",1,2018,256,"11/7/2015","9/22/2014"
"191",2018-09-13,"Bucks","PA",1,2018,256,"11/7/2015","9/22/2014"
"192",2018-09-13,"Bucks","PA",1,2018,256,"11/7/2015","9/22/2014"
"193",2018-09-14,"Berks","PA",1,2018,257,"11/7/2015","9/22/2014"
"194",2018-09-15,"Berks","PA",1,2018,258,"11/7/2015","9/22/2014"
"195",2018-09-15,"Lancaster","PA",1,2018,258,"11/7/2015","9/22/2014"
"196",2018-09-15,"Lancaster","PA",1,2018,258,"11/7/2015","9/22/2014"
"197",2018-09-15,"Lancaster","PA",1,2018,258,"11/7/2015","9/22/2014"
"198",2018-09-15,"Chester","PA",1,2018,258,"11/7/2015","9/22/2014"
"199",2018-09-15,"Chester","PA",1,2018,258,"11/7/2015","9/22/2014"
"200",2018-09-15,"Chester","PA",1,2018,258,"11/7/2015","9/22/2014"
"201",2018-09-16,"Cumberland","PA",1,2018,259,"11/7/2015","9/22/2014"
"202",2018-09-16,"Bucks","PA",1,2018,259,"11/7/2015","9/22/2014"
"203",2018-09-16,"Lehigh","PA",1,2018,259,"11/7/2015","9/22/2014"
"204",2018-09-16,"Berks","PA",1,2018,259,"11/7/2015","9/22/2014"
"205",2018-09-16,"Chester","PA",1,2018,259,"11/7/2015","9/22/2014"
"206",2018-09-17,"Northampton","PA",1,2018,260,"11/7/2015","9/22/2014"
"207",2018-09-17,"Montgomery","PA",1,2018,260,"11/7/2015","9/22/2014"
"208",2018-09-17,"Northampton","PA",1,2018,260,"11/7/2015","9/22/2014"
"209",2018-09-14,"Northampton","PA",1,2018,257,"11/7/2015","9/22/2014"
"210",2018-09-18,"Lehigh","PA",1,2018,261,"11/7/2015","9/22/2014"
"211",2018-09-18,"Northampton","PA",1,2018,261,"11/7/2015","9/22/2014"
"212",2018-09-18,"Lehigh","PA",1,2018,261,"11/7/2015","9/22/2014"
"213",2018-09-19,"Northampton","PA",1,2018,262,"11/7/2015","9/22/2014"
"214",2018-09-19,"Chester","PA",1,2018,262,"11/7/2015","9/22/2014"
"215",2018-09-19,"Chester","PA",1,2018,262,"11/7/2015","9/22/2014"
"216",2018-09-19,"Chester","PA",1,2018,262,"11/7/2015","9/22/2014"
"217",2018-09-19,"Montgomery","PA",1,2018,262,"11/7/2015","9/22/2014"
"218",2018-09-19,"Montgomery","PA",1,2018,262,"11/7/2015","9/22/2014"
"219",2018-08-30,"Northampton","PA",1,2018,242,"11/7/2015","9/22/2014"
"220",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"221",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"222",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"223",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"224",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"225",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"226",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"227",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"228",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"229",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"230",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"231",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"232",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"233",2018-09-20,"Lancaster","PA",1,2018,263,"11/7/2015","9/22/2014"
"234",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"235",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"236",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"237",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"238",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"239",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"240",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"241",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"242",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"243",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"244",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"245",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"246",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"247",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"248",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"249",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"250",2018-09-20,"Camden","NJ",1,2018,263,"7/18/2018","7/17/2018"
"251",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"252",2018-09-21,"Berks","PA",1,2018,264,"11/7/2015","9/22/2014"
"253",2018-09-21,"Berks","PA",1,2018,264,"11/7/2015","9/22/2014"
"254",2018-09-21,"Berks","PA",1,2018,264,"11/7/2015","9/22/2014"
"255",2018-09-21,"Berks","PA",1,2018,264,"11/7/2015","9/22/2014"
"256",2018-09-21,"Montgomery","PA",1,2018,264,"11/7/2015","9/22/2014"
"257",2018-09-21,"Lancaster","PA",1,2018,264,"11/7/2015","9/22/2014"
"258",2018-09-22,"Montgomery","PA",1,2018,265,"11/7/2015","9/22/2014"
"259",2018-09-22,"Montgomery","PA",1,2018,265,"11/7/2015","9/22/2014"
"260",2018-09-23,"Lehigh","PA",1,2018,266,"11/7/2015","9/22/2014"
"261",2018-07-18,"Cape May","NJ",1,2018,199,"7/18/2018","7/17/2018"
"262",2018-09-20,"Montgomery","PA",1,2018,263,"11/7/2015","9/22/2014"
"263",2018-09-24,"Berks","PA",1,2018,267,"11/7/2015","9/22/2014"
"264",2018-08-27,"Lehigh","PA",1,2018,239,"11/7/2015","9/22/2014"
"265",2018-09-24,"Chester","PA",1,2018,267,"11/7/2015","9/22/2014"
"266",2018-09-25,"Northampton","PA",1,2018,268,"11/7/2015","9/22/2014"
"267",2018-09-26,"Lehigh","PA",1,2018,269,"11/7/2015","9/22/2014"
"268",2018-09-26,"Northampton","PA",1,2018,269,"11/7/2015","9/22/2014"
"269",2018-09-26,"Chester","PA",1,2018,269,"11/7/2015","9/22/2014"
"270",2018-09-26,"Lehigh","PA",1,2018,269,"11/7/2015","9/22/2014"
"271",2018-09-26,"Montgomery","PA",1,2018,269,"11/7/2015","9/22/2014"
"272",2018-09-26,"Lehigh","PA",1,2018,269,"11/7/2015","9/22/2014"
"273",2018-08-26,"Chester","PA",1,2018,238,"11/7/2015","9/22/2014"
"274",2018-09-27,"Berks","PA",1,2018,270,"11/7/2015","9/22/2014"
"275",2018-09-26,"Chester","PA",1,2018,269,"11/7/2015","9/22/2014"
"276",2018-09-15,"Monroe","PA",1,2018,258,"11/7/2015","9/22/2014"
"277",2018-09-23,"Lancaster","PA",1,2018,266,"11/7/2015","9/22/2014"
"278",2018-09-28,"Lancaster","PA",1,2018,271,"11/7/2015","9/22/2014"
"279",2018-09-28,"Montgomery","PA",1,2018,271,"11/7/2015","9/22/2014"
"280",2018-09-29,"Lehigh","PA",1,2018,272,"11/7/2015","9/22/2014"
"281",2018-09-29,"Philadelphia","PA",1,2018,272,"11/7/2015","9/22/2014"
"282",2018-09-29,"Berks","PA",1,2018,272,"11/7/2015","9/22/2014"
"283",2018-09-29,"Montgomery","PA",1,2018,272,"11/7/2015","9/22/2014"
"284",2018-09-29,"Philadelphia","PA",1,2018,272,"11/7/2015","9/22/2014"
"285",2018-09-29,"Philadelphia","PA",1,2018,272,"11/7/2015","9/22/2014"
"286",2018-09-29,"Lehigh","PA",1,2018,272,"11/7/2015","9/22/2014"
"287",2018-09-29,"Lehigh","PA",1,2018,272,"11/7/2015","9/22/2014"
"288",2018-09-29,"Lehigh","PA",1,2018,272,"11/7/2015","9/22/2014"
"289",2018-09-30,"Berks","PA",1,2018,273,"11/7/2015","9/22/2014"
"290",2018-09-30,"Lehigh","PA",1,2018,273,"11/7/2015","9/22/2014"
"291",2018-09-30,"Montgomery","PA",1,2018,273,"11/7/2015","9/22/2014"
"292",2018-09-30,"Montgomery","PA",1,2018,273,"11/7/2015","9/22/2014"
"293",2018-09-30,"Montgomery","PA",1,2018,273,"11/7/2015","9/22/2014"
"294",2018-09-30,"Berks","PA",1,2018,273,"11/7/2015","9/22/2014"
"295",2018-09-30,"Berks","PA",1,2018,273,"11/7/2015","9/22/2014"
"296",2018-10-01,"Montgomery","PA",1,2018,274,"11/7/2015","9/22/2014"
"297",2018-10-02,"Berks","PA",1,2018,275,"11/7/2015","9/22/2014"
"298",2018-10-02,"Berks","PA",1,2018,275,"11/7/2015","9/22/2014"
"299",2018-10-02,"Berks","PA",1,2018,275,"11/7/2015","9/22/2014"
"300",2018-10-02,"Winchester","Virginia",1,2018,275,NA,NA
"301",2018-10-02,"Berks","PA",1,2018,275,"11/7/2015","9/22/2014"
"302",2018-10-02,"Philadelphia","PA",1,2018,275,"11/7/2015","9/22/2014"
"303",2018-10-01,"Chester","PA",1,2018,274,"11/7/2015","9/22/2014"
"304",2018-09-29,"Montgomery","PA",1,2018,272,"11/7/2015","9/22/2014"
"305",2018-10-03,"Lancaster","PA",1,2018,276,"11/7/2015","9/22/2014"
"306",2018-10-03,"Montgomery","PA",1,2018,276,"11/7/2015","9/22/2014"
"307",2018-10-03,"Chester","PA",1,2018,276,"11/7/2015","9/22/2014"
"308",2018-10-04,"Philadelphia","PA",1,2018,277,"11/7/2015","9/22/2014"
"309",2018-10-03,"Montgomery","PA",1,2018,276,"11/7/2015","9/22/2014"
"310",2018-10-04,"Philadelphia","PA",1,2018,277,"11/7/2015","9/22/2014"
"311",2018-07-04,"Chester","PA",1,2018,185,"11/7/2015","9/22/2014"
"312",2018-10-03,"Lehigh","PA",1,2018,276,"11/7/2015","9/22/2014"
"313",2018-10-05,"Lancaster","PA",1,2018,278,"11/7/2015","9/22/2014"
"314",2018-10-06,"Philadelphia","PA",1,2018,279,"11/7/2015","9/22/2014"
"315",2018-10-04,"Delaware","PA",1,2018,277,"11/7/2015","9/22/2014"
"316",2018-10-07,"Lehigh","PA",1,2018,280,"11/7/2015","9/22/2014"
"317",2018-10-07,"Northampton","PA",1,2018,280,"11/7/2015","9/22/2014"
"318",2018-10-08,"Montgomery","PA",1,2018,281,"11/7/2015","9/22/2014"
"319",2018-10-08,"Lehigh","PA",1,2018,281,"11/7/2015","9/22/2014"
"320",2018-10-08,"Berks","PA",1,2018,281,"11/7/2015","9/22/2014"
"321",2018-10-09,"Berks","PA",1,2018,282,"11/7/2015","9/22/2014"
"322",2018-10-09,"Berks","PA",1,2018,282,"11/7/2015","9/22/2014"
"323",2018-10-09,"Berks","PA",1,2018,282,"11/7/2015","9/22/2014"
"324",2018-10-09,"Berks","PA",1,2018,282,"11/7/2015","9/22/2014"
"325",2018-10-09,"Montgomery","PA",1,2018,282,"11/7/2015","9/22/2014"
"326",2018-10-09,"Lehigh","PA",1,2018,282,"11/7/2015","9/22/2014"
"327",2018-10-09,"Bucks","PA",1,2018,282,"11/7/2015","9/22/2014"
"328",2018-10-09,"Berks","PA",1,2018,282,"11/7/2015","9/22/2014"
"329",2018-10-09,"Montgomery","PA",1,2018,282,"11/7/2015","9/22/2014"
