"","ObservedDate","County","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"29","1/4/2018","Berks","PA",2018,4,"11/7/2015","9/22/2014",789,1200,1
"30","1/4/2020","Philadelphia","PA",2020,4,"11/7/2015","9/22/2014",1519,1930,1
"31","1/4/2021","Lancaster","PA",2021,4,"11/7/2015","9/22/2014",1885,2296,1
"32","1/4/2022","Chester","PA",2022,4,"11/7/2015","9/22/2014",2250,2661,1
"33","1/5/2022","Hudson","NJ",2022,5,"7/18/2018","7/17/2018",1267,1268,1
"34","1/5/2022","Morris","NJ",2022,5,"7/18/2018","7/17/2018",1267,1268,1
"35","1/6/2022","Chester","PA",2022,6,"11/7/2015","9/22/2014",2252,2663,1
"36","1/6/2022","Morris","NJ",2022,6,"7/18/2018","7/17/2018",1268,1269,1
"37","1/8/2022","Cumberland","PA",2022,8,"11/7/2015","9/22/2014",2254,2665,1
"38","1/9/2021","Chester","PA",2021,9,"11/7/2015","9/22/2014",1890,2301,1
"39","1/9/2022","Kings","NY",2022,9,"9/5/2019","8/14/2020",857,513,11
"40","10/1/2018","Chester","PA",2018,274,"11/7/2015","9/22/2014",1059,1470,1
"41","10/1/2018","Montgomery","PA",2018,274,"11/7/2015","9/22/2014",1059,1470,1
"42","10/1/2019","Bucks","PA",2019,274,"11/7/2015","9/22/2014",1424,1835,2
"43","10/1/2019","Gloucester","NJ",2019,274,"7/18/2018","7/17/2018",440,441,1
"44","10/1/2019","Hunterdon","NJ",2019,274,"7/18/2018","7/17/2018",440,441,1
"45","10/1/2019","Lehigh","PA",2019,274,"11/7/2015","9/22/2014",1424,1835,1
"46","10/1/2019","Montgomery","PA",2019,274,"11/7/2015","9/22/2014",1424,1835,1
"47","10/1/2019","Philadelphia","PA",2019,274,"11/7/2015","9/22/2014",1424,1835,5
"48","10/1/2019","Warren","NJ",2019,274,"7/18/2018","7/17/2018",440,441,1
"49","10/1/2020","Bucks","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,1
"50","10/1/2020","Chester","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,1
"51","10/1/2020","Lancaster","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,1
"52","10/1/2020","Middlesex","NJ",2020,275,"7/18/2018","7/17/2018",806,807,1
"53","10/1/2020","Monroe","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,2
"54","10/1/2020","Montgomery","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,2
"55","10/1/2020","Morris","NJ",2020,275,"7/18/2018","7/17/2018",806,807,3
"56","10/1/2020","Northampton","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,1
"57","10/1/2020","Philadelphia","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,2
"58","10/1/2020","Richmond","NY",2020,275,"9/5/2019","8/14/2020",392,48,1
"59","10/1/2020","Schuylkill","PA",2020,275,"11/7/2015","9/22/2014",1790,2201,13
"60","10/1/2020","Somerset","NJ",2020,275,"7/18/2018","7/17/2018",806,807,3
"61","10/1/2021","Allegheny","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,1
"62","10/1/2021","Bucks","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,3
"63","10/1/2021","Dauphin","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,2
"64","10/1/2021","Essex","NJ",2021,274,"7/18/2018","7/17/2018",1171,1172,2
"65","10/1/2021","Kings","NY",2021,274,"9/5/2019","8/14/2020",757,413,2
"66","10/1/2021","Lancaster","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,1
"67","10/1/2021","Lehigh","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,2
"68","10/1/2021","Mercer","NJ",2021,274,"7/18/2018","7/17/2018",1171,1172,1
"69","10/1/2021","Monroe","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,1
"70","10/1/2021","Morris","NJ",2021,274,"7/18/2018","7/17/2018",1171,1172,3
"71","10/1/2021","Northampton","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,1
"72","10/1/2021","NY","NY",2021,274,"9/5/2019","8/14/2020",757,413,8
"73","10/1/2021","Ocean","NJ",2021,274,"7/18/2018","7/17/2018",1171,1172,2
"74","10/1/2021","Philadelphia","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,2
"75","10/1/2021","Queens","NY",2021,274,"9/5/2019","8/14/2020",757,413,1
"76","10/1/2021","Richmond","NY",2021,274,"9/5/2019","8/14/2020",757,413,1
"77","10/1/2021","Somerset","NJ",2021,274,"7/18/2018","7/17/2018",1171,1172,1
"78","10/1/2021","York","PA",2021,274,"11/7/2015","9/22/2014",2155,2566,2
"79","10/10/2017","Lehigh","PA",2017,283,"11/7/2015","9/22/2014",703,1114,2
"80","10/10/2018","Chester","PA",2018,283,"11/7/2015","9/22/2014",1068,1479,1
"81","10/10/2019","Bucks","PA",2019,283,"11/7/2015","9/22/2014",1433,1844,1
"82","10/10/2019","Burlington","NJ",2019,283,"7/18/2018","7/17/2018",449,450,1
"83","10/10/2019","Chester","PA",2019,283,"11/7/2015","9/22/2014",1433,1844,3
"84","10/10/2019","Delaware","PA",2019,283,"11/7/2015","9/22/2014",1433,1844,2
"85","10/10/2019","Northampton","PA",2019,283,"11/7/2015","9/22/2014",1433,1844,1
"86","10/10/2019","Philadelphia","PA",2019,283,"11/7/2015","9/22/2014",1433,1844,2
"87","10/10/2019","Schuylkill","PA",2019,283,"11/7/2015","9/22/2014",1433,1844,1
"88","10/10/2020","Berks","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,1
"89","10/10/2020","Bucks","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,2
"90","10/10/2020","Burlington","NJ",2020,284,"7/18/2018","7/17/2018",815,816,1
"91","10/10/2020","Carbon","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,2
"92","10/10/2020","Chester","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,4
"93","10/10/2020","Hunterdon","NJ",2020,284,"7/18/2018","7/17/2018",815,816,2
"94","10/10/2020","Lancaster","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,6
"95","10/10/2020","Lehigh","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,2
"96","10/10/2020","Mercer","NJ",2020,284,"7/18/2018","7/17/2018",815,816,3
"97","10/10/2020","Montgomery","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,1
"98","10/10/2020","Morris","NJ",2020,284,"7/18/2018","7/17/2018",815,816,2
"99","10/10/2020","Northampton","PA",2020,284,"11/7/2015","9/22/2014",1799,2210,2
"100","10/10/2020","Somerset","NJ",2020,284,"7/18/2018","7/17/2018",815,816,2
"101","10/10/2020","Warren","NJ",2020,284,"7/18/2018","7/17/2018",815,816,1
"102","10/10/2021","Allegheny","PA",2021,283,"11/7/2015","9/22/2014",2164,2575,1
"103","10/10/2021","Lancaster","PA",2021,283,"11/7/2015","9/22/2014",2164,2575,2
"104","10/10/2021","Morris","NJ",2021,283,"7/18/2018","7/17/2018",1180,1181,3
"105","10/10/2021","NY","NY",2021,283,"9/5/2019","8/14/2020",766,422,3
"106","10/10/2021","Philadelphia","PA",2021,283,"11/7/2015","9/22/2014",2164,2575,1
"107","10/10/2021","Somerset","NJ",2021,283,"7/18/2018","7/17/2018",1180,1181,3
"108","10/10/2021","York","PA",2021,283,"11/7/2015","9/22/2014",2164,2575,1
"109","10/11/2018","Berks","PA",2018,284,"11/7/2015","9/22/2014",1069,1480,1
"110","10/11/2019","Berks","PA",2019,284,"11/7/2015","9/22/2014",1434,1845,1
"111","10/11/2020","Bucks","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,1
"112","10/11/2020","Burlington","NJ",2020,285,"7/18/2018","7/17/2018",816,817,1
"113","10/11/2020","Chester","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,2
"114","10/11/2020","Lancaster","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,2
"115","10/11/2020","Lebanon","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,1
"116","10/11/2020","Lehigh","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,1
"117","10/11/2020","Middlesex","NJ",2020,285,"7/18/2018","7/17/2018",816,817,4
"118","10/11/2020","Monroe","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,2
"119","10/11/2020","Montgomery","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,2
"120","10/11/2020","Morris","NJ",2020,285,"7/18/2018","7/17/2018",816,817,2
"121","10/11/2020","Philadelphia","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,1
"122","10/11/2020","Schuylkill","PA",2020,285,"11/7/2015","9/22/2014",1800,2211,4
"123","10/11/2020","Somerset","NJ",2020,285,"7/18/2018","7/17/2018",816,817,2
"124","10/11/2020","Sussex","NJ",2020,285,"7/18/2018","7/17/2018",816,817,1
"125","10/11/2020","Union","NJ",2020,285,"7/18/2018","7/17/2018",816,817,1
"126","10/11/2020","Warren","NJ",2020,285,"7/18/2018","7/17/2018",816,817,1
"127","10/11/2021","Berks","PA",2021,284,"11/7/2015","9/22/2014",2165,2576,3
"128","10/11/2021","Chester","PA",2021,284,"11/7/2015","9/22/2014",2165,2576,2
"129","10/11/2021","Delaware","PA",2021,284,"11/7/2015","9/22/2014",2165,2576,1
"130","10/11/2021","Essex","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,1
"131","10/11/2021","Hudson","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,3
"132","10/11/2021","Kings","NY",2021,284,"9/5/2019","8/14/2020",767,423,1
"133","10/11/2021","Lancaster","PA",2021,284,"11/7/2015","9/22/2014",2165,2576,2
"134","10/11/2021","Middlesex","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,6
"135","10/11/2021","Monroe","PA",2021,284,"11/7/2015","9/22/2014",2165,2576,1
"136","10/11/2021","Morris","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,15
"137","10/11/2021","NY","NY",2021,284,"9/5/2019","8/14/2020",767,423,3
"138","10/11/2021","Ocean","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,1
"139","10/11/2021","Philadelphia","PA",2021,284,"11/7/2015","9/22/2014",2165,2576,3
"140","10/11/2021","Queens","NY",2021,284,"9/5/2019","8/14/2020",767,423,1
"141","10/11/2021","Richmond","NY",2021,284,"9/5/2019","8/14/2020",767,423,1
"142","10/11/2021","Schuylkill","PA",2021,284,"11/7/2015","9/22/2014",2165,2576,1
"143","10/11/2021","Somerset","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,1
"144","10/11/2021","Warren","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,1
"145","10/12/2018","Berks","PA",2018,285,"11/7/2015","9/22/2014",1070,1481,1
"146","10/12/2018","Bucks","PA",2018,285,"11/7/2015","9/22/2014",1070,1481,1
"147","10/12/2018","Northampton","PA",2018,285,"11/7/2015","9/22/2014",1070,1481,1
"148","10/12/2019","Berks","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,3
"149","10/12/2019","Bucks","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,1
"150","10/12/2019","Chester","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,2
"151","10/12/2019","Delaware","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,3
"152","10/12/2019","Gloucester","NJ",2019,285,"7/18/2018","7/17/2018",451,452,1
"153","10/12/2019","Lancaster","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,2
"154","10/12/2019","Lehigh","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,1
"155","10/12/2019","Montgomery","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,1
"156","10/12/2019","Northampton","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,1
"157","10/12/2019","Orange","NY",2019,285,"9/5/2019","8/14/2020",37,-307,1
"158","10/12/2019","Philadelphia","PA",2019,285,"11/7/2015","9/22/2014",1435,1846,6
"159","10/12/2020","Burlington","NJ",2020,286,"7/18/2018","7/17/2018",817,818,1
"160","10/12/2020","Chester","PA",2020,286,"11/7/2015","9/22/2014",1801,2212,1
"161","10/12/2020","Lehigh","PA",2020,286,"11/7/2015","9/22/2014",1801,2212,1
"162","10/12/2020","Schuylkill","PA",2020,286,"11/7/2015","9/22/2014",1801,2212,6
"163","10/12/2021","Dauphin","PA",2021,285,"11/7/2015","9/22/2014",2166,2577,1
"164","10/12/2021","Essex","NJ",2021,285,"7/18/2018","7/17/2018",1182,1183,1
"165","10/12/2021","Lancaster","PA",2021,285,"11/7/2015","9/22/2014",2166,2577,1
"166","10/12/2021","Middlesex","NJ",2021,285,"7/18/2018","7/17/2018",1182,1183,2
"167","10/12/2021","Montgomery","PA",2021,285,"11/7/2015","9/22/2014",2166,2577,1
"168","10/12/2021","Morris","NJ",2021,285,"7/18/2018","7/17/2018",1182,1183,4
"169","10/12/2021","NY","NY",2021,285,"9/5/2019","8/14/2020",768,424,3
"170","10/12/2021","Philadelphia","PA",2021,285,"11/7/2015","9/22/2014",2166,2577,2
"171","10/12/2021","Queens","NY",2021,285,"9/5/2019","8/14/2020",768,424,2
"172","10/12/2021","Richmond","NY",2021,285,"9/5/2019","8/14/2020",768,424,2
"173","10/13/2016","Berks","PA",2016,287,"11/7/2015","9/22/2014",341,752,1
"174","10/13/2018","Montgomery","PA",2018,286,"11/7/2015","9/22/2014",1071,1482,3
"175","10/13/2019","Berks","PA",2019,286,"11/7/2015","9/22/2014",1436,1847,1
"176","10/13/2019","Bucks","PA",2019,286,"11/7/2015","9/22/2014",1436,1847,3
"177","10/13/2019","Camden","NJ",2019,286,"7/18/2018","7/17/2018",452,453,1
"178","10/13/2019","Lancaster","PA",2019,286,"11/7/2015","9/22/2014",1436,1847,1
"179","10/13/2019","Lehigh","PA",2019,286,"11/7/2015","9/22/2014",1436,1847,1
"180","10/13/2019","Northampton","PA",2019,286,"11/7/2015","9/22/2014",1436,1847,1
"181","10/13/2019","Philadelphia","PA",2019,286,"11/7/2015","9/22/2014",1436,1847,1
"182","10/13/2019","Schuylkill","PA",2019,286,"11/7/2015","9/22/2014",1436,1847,1
"183","10/13/2019","Sussex","NJ",2019,286,"7/18/2018","7/17/2018",452,453,1
"184","10/13/2020","Burlington","NJ",2020,287,"7/18/2018","7/17/2018",818,819,1
"185","10/13/2020","Dauphin","PA",2020,287,"11/7/2015","9/22/2014",1802,2213,1
"186","10/13/2020","Northampton","PA",2020,287,"11/7/2015","9/22/2014",1802,2213,2
"187","10/13/2020","Philadelphia","PA",2020,287,"11/7/2015","9/22/2014",1802,2213,4
"188","10/13/2020","Schuylkill","PA",2020,287,"11/7/2015","9/22/2014",1802,2213,1
"189","10/13/2020","Somerset","NJ",2020,287,"7/18/2018","7/17/2018",818,819,3
"190","10/13/2021","Allegheny","PA",2021,286,"11/7/2015","9/22/2014",2167,2578,2
"191","10/13/2021","Beaver","PA",2021,286,"11/7/2015","9/22/2014",2167,2578,1
"192","10/13/2021","Bergen","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,1
"193","10/13/2021","Blair","PA",2021,286,"11/7/2015","9/22/2014",2167,2578,1
"194","10/13/2021","Chester","PA",2021,286,"11/7/2015","9/22/2014",2167,2578,1
"195","10/13/2021","Dauphin","PA",2021,286,"11/7/2015","9/22/2014",2167,2578,1
"196","10/13/2021","Kings","NY",2021,286,"9/5/2019","8/14/2020",769,425,2
"197","10/13/2021","Mercer","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,1
"198","10/13/2021","Middlesex","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,1
"199","10/13/2021","Monmouth","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,2
"200","10/13/2021","Morris","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,1
"201","10/13/2021","NY","NY",2021,286,"9/5/2019","8/14/2020",769,425,2
"202","10/13/2021","Ocean","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,1
"203","10/13/2021","Philadelphia","PA",2021,286,"11/7/2015","9/22/2014",2167,2578,1
"204","10/13/2021","Somerset","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,4
"205","10/13/2021","Union","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,2
"206","10/13/2021","York","PA",2021,286,"11/7/2015","9/22/2014",2167,2578,1
"207","10/14/2017","Lehigh","PA",2017,287,"11/7/2015","9/22/2014",707,1118,1
"208","10/14/2019","Burlington","NJ",2019,287,"7/18/2018","7/17/2018",453,454,2
"209","10/14/2019","Camden","NJ",2019,287,"7/18/2018","7/17/2018",453,454,1
"210","10/14/2019","Chester","PA",2019,287,"11/7/2015","9/22/2014",1437,1848,2
"211","10/14/2019","Delaware","PA",2019,287,"11/7/2015","9/22/2014",1437,1848,1
"212","10/14/2019","Lancaster","PA",2019,287,"11/7/2015","9/22/2014",1437,1848,2
"213","10/14/2019","Montgomery","PA",2019,287,"11/7/2015","9/22/2014",1437,1848,8
"214","10/14/2019","Northampton","PA",2019,287,"11/7/2015","9/22/2014",1437,1848,1
"215","10/14/2020","Camden","NJ",2020,288,"7/18/2018","7/17/2018",819,820,2
"216","10/14/2020","Chester","PA",2020,288,"11/7/2015","9/22/2014",1803,2214,3
"217","10/14/2020","Dauphin","PA",2020,288,"11/7/2015","9/22/2014",1803,2214,2
"218","10/14/2020","Delaware","PA",2020,288,"11/7/2015","9/22/2014",1803,2214,1
"219","10/14/2020","Hunterdon","NJ",2020,288,"7/18/2018","7/17/2018",819,820,2
"220","10/14/2020","Lancaster","PA",2020,288,"11/7/2015","9/22/2014",1803,2214,1
"221","10/14/2020","Lehigh","PA",2020,288,"11/7/2015","9/22/2014",1803,2214,1
"222","10/14/2020","NY","NY",2020,288,"9/5/2019","8/14/2020",405,61,1
"223","10/14/2020","Philadelphia","PA",2020,288,"11/7/2015","9/22/2014",1803,2214,1
"224","10/14/2020","Schuylkill","PA",2020,288,"11/7/2015","9/22/2014",1803,2214,8
"225","10/14/2021","Allegheny","PA",2021,287,"11/7/2015","9/22/2014",2168,2579,1
"226","10/14/2021","Atlantic","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,1
"227","10/14/2021","Berks","PA",2021,287,"11/7/2015","9/22/2014",2168,2579,2
"228","10/14/2021","Bucks","PA",2021,287,"11/7/2015","9/22/2014",2168,2579,1
"229","10/14/2021","Cape May","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,1
"230","10/14/2021","Dauphin","PA",2021,287,"11/7/2015","9/22/2014",2168,2579,2
"231","10/14/2021","Essex","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,2
"232","10/14/2021","Lancaster","PA",2021,287,"11/7/2015","9/22/2014",2168,2579,2
"233","10/14/2021","Lehigh","PA",2021,287,"11/7/2015","9/22/2014",2168,2579,1
"234","10/14/2021","Middlesex","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,1
"235","10/14/2021","Morris","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,2
"236","10/14/2021","NY","NY",2021,287,"9/5/2019","8/14/2020",770,426,2
"237","10/14/2021","Ocean","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,2
"238","10/14/2021","Philadelphia","PA",2021,287,"11/7/2015","9/22/2014",2168,2579,2
"239","10/14/2021","Sullivan","NY",2021,287,"9/5/2019","8/14/2020",770,426,1
"240","10/14/2021","Warren","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,1
"241","10/15/2017","Chester","PA",2017,288,"11/7/2015","9/22/2014",708,1119,1
"242","10/15/2019","Bucks","PA",2019,288,"11/7/2015","9/22/2014",1438,1849,2
"243","10/15/2019","Camden","NJ",2019,288,"7/18/2018","7/17/2018",454,455,1
"244","10/15/2019","Lancaster","PA",2019,288,"11/7/2015","9/22/2014",1438,1849,2
"245","10/15/2019","Middlesex","NJ",2019,288,"7/18/2018","7/17/2018",454,455,1
"246","10/15/2019","Philadelphia","PA",2019,288,"11/7/2015","9/22/2014",1438,1849,2
"247","10/15/2020","Burlington","NJ",2020,289,"7/18/2018","7/17/2018",820,821,2
"248","10/15/2020","Chester","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,1
"249","10/15/2020","Dauphin","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,1
"250","10/15/2020","Delaware","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,1
"251","10/15/2020","Gloucester","NJ",2020,289,"7/18/2018","7/17/2018",820,821,1
"252","10/15/2020","Lancaster","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,1
"253","10/15/2020","Lebanon","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,1
"254","10/15/2020","Mercer","NJ",2020,289,"7/18/2018","7/17/2018",820,821,1
"255","10/15/2020","Middlesex","NJ",2020,289,"7/18/2018","7/17/2018",820,821,3
"256","10/15/2020","Monroe","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,2
"257","10/15/2020","Montgomery","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,5
"258","10/15/2020","Morris","NJ",2020,289,"7/18/2018","7/17/2018",820,821,2
"259","10/15/2020","Philadelphia","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,1
"260","10/15/2020","Schuylkill","PA",2020,289,"11/7/2015","9/22/2014",1804,2215,12
"261","10/15/2020","Somerset","NJ",2020,289,"7/18/2018","7/17/2018",820,821,5
"262","10/15/2020","Union","NJ",2020,289,"7/18/2018","7/17/2018",820,821,1
"263","10/15/2020","Warren","NJ",2020,289,"7/18/2018","7/17/2018",820,821,1
"264","10/15/2021","Atlantic","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,1
"265","10/15/2021","Bergen","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,1
"266","10/15/2021","Berks","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,15
"267","10/15/2021","Camden","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,1
"268","10/15/2021","Chester","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,2
"269","10/15/2021","Dauphin","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,1
"270","10/15/2021","Delaware","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,1
"271","10/15/2021","Hudson","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,1
"272","10/15/2021","Kings","NY",2021,288,"9/5/2019","8/14/2020",771,427,1
"273","10/15/2021","Lackawanna","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,1
"274","10/15/2021","Lancaster","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,1
"275","10/15/2021","Lehigh","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,1
"276","10/15/2021","Middlesex","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,2
"277","10/15/2021","Monmouth","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,1
"278","10/15/2021","Montgomery","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,1
"279","10/15/2021","Ocean","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,1
"280","10/15/2021","Philadelphia","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,7
"281","10/15/2021","Union","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,1
"282","10/15/2021","York","PA",2021,288,"11/7/2015","9/22/2014",2169,2580,1
"283","10/16/2017","Chester","PA",2017,289,"11/7/2015","9/22/2014",709,1120,1
"284","10/16/2017","Montgomery","PA",2017,289,"11/7/2015","9/22/2014",709,1120,1
"285","10/16/2018","Bucks","PA",2018,289,"11/7/2015","9/22/2014",1074,1485,1
"286","10/16/2018","Philadelphia","PA",2018,289,"11/7/2015","9/22/2014",1074,1485,2
"287","10/16/2018","Schuylkill","PA",2018,289,"11/7/2015","9/22/2014",1074,1485,1
"288","10/16/2019","Delaware","PA",2019,289,"11/7/2015","9/22/2014",1439,1850,2
"289","10/16/2019","Montgomery","PA",2019,289,"11/7/2015","9/22/2014",1439,1850,1
"290","10/16/2019","Philadelphia","PA",2019,289,"11/7/2015","9/22/2014",1439,1850,1
"291","10/16/2020","Chester","PA",2020,290,"11/7/2015","9/22/2014",1805,2216,1
"292","10/16/2020","Hunterdon","NJ",2020,290,"7/18/2018","7/17/2018",821,822,1
"293","10/16/2020","Lycoming","PA",2020,290,"11/7/2015","9/22/2014",1805,2216,1
"294","10/16/2020","Morris","NJ",2020,290,"7/18/2018","7/17/2018",821,822,1
"295","10/16/2020","Philadelphia","PA",2020,290,"11/7/2015","9/22/2014",1805,2216,1
"296","10/16/2020","Schuylkill","PA",2020,290,"11/7/2015","9/22/2014",1805,2216,1
"297","10/16/2020","Somerset","NJ",2020,290,"7/18/2018","7/17/2018",821,822,2
"298","10/16/2021","Berks","PA",2021,289,"11/7/2015","9/22/2014",2170,2581,1
"299","10/16/2021","Camden","NJ",2021,289,"7/18/2018","7/17/2018",1186,1187,1
"300","10/16/2021","Cumberland","PA",2021,289,"11/7/2015","9/22/2014",2170,2581,1
"301","10/16/2021","Lancaster","PA",2021,289,"11/7/2015","9/22/2014",2170,2581,2
