ObservedDate,County,State,Year,DOY,FirstiNatReport,FirstInvasion,iNatSince,SinceOfficialInvasion,Count2
9/10/2017,Lehigh,PA,2017,253,11/7/2017,9/22/2014,-58,1084,2
9/15/2017,Bucks,PA,2017,258,11/7/2017,9/22/2014,-53,1089,1
9/19/2017,Berks,PA,2017,262,11/7/2017,9/22/2014,-49,1093,1
9/21/2017,Berks,PA,2017,264,11/7/2017,9/22/2014,-47,1095,1
9/27/2017,Bucks,PA,2017,270,11/7/2017,9/22/2014,-41,1101,1
10/8/2017,Lehigh,PA,2017,281,11/7/2017,9/22/2014,-30,1112,1
10/10/2017,Lehigh,PA,2017,283,11/7/2017,9/22/2014,-28,1114,2
10/14/2017,Lehigh,PA,2017,287,11/7/2017,9/22/2014,-24,1118,1
10/15/2017,Chester,PA,2017,288,11/7/2017,9/22/2014,-23,1119,1
10/16/2017,Chester,PA,2017,289,11/7/2017,9/22/2014,-22,1120,1
10/16/2017,Montgomery,PA,2017,289,11/7/2017,9/22/2014,-22,1120,1
10/17/2017,Berks,PA,2017,290,11/7/2017,9/22/2014,-21,1121,1
10/17/2017,Chester,PA,2017,290,11/7/2017,9/22/2014,-21,1121,1
10/20/2017,Montgomery,PA,2017,293,11/7/2017,9/22/2014,-18,1124,4
10/21/2017,Chester,PA,2017,294,11/7/2017,9/22/2014,-17,1125,1
10/21/2017,Montgomery,PA,2017,294,11/7/2017,9/22/2014,-17,1125,2
10/22/2017,Montgomery,PA,2017,295,11/7/2017,9/22/2014,-16,1126,1
10/24/2017,Northampton,PA,2017,297,11/7/2017,9/22/2014,-14,1128,1
11/2/2017,Lehigh,PA,2017,306,11/7/2017,9/22/2014,-5,1137,1
11/3/2017,Berks,PA,2017,307,11/7/2017,9/22/2014,-4,1138,1
11/10/2017,Montgomery,PA,2017,314,11/7/2017,9/22/2014,3,1145,1
11/17/2017,Chester,PA,2017,321,11/7/2017,9/22/2014,10,1152,1
11/25/2017,Lehigh,PA,2017,329,11/7/2017,9/22/2014,18,1160,1
12/3/2017,Chester,PA,2017,337,11/7/2017,9/22/2014,26,1168,1
12/19/2017,Bucks,PA,2017,353,11/7/2017,9/22/2014,42,1184,1
1/4/2018,Berks,PA,2018,4,11/7/2017,9/22/2014,58,1200,1
1/14/2018,Montgomery,PA,2018,14,11/7/2017,9/22/2014,68,1210,1
5/21/2018,Montgomery,PA,2018,141,11/7/2017,9/22/2014,195,1337,1
5/23/2018,Berks,PA,2018,143,11/7/2017,9/22/2014,197,1339,1
5/24/2018,Chester,PA,2018,144,11/7/2017,9/22/2014,198,1340,1
5/25/2018,Berks,PA,2018,145,11/7/2017,9/22/2014,199,1341,1
5/29/2018,Chester,PA,2018,149,11/7/2017,9/22/2014,203,1345,1
6/4/2018,Montgomery,PA,2018,155,11/7/2017,9/22/2014,209,1351,1
6/4/2018,Berks,PA,2018,155,11/7/2017,9/22/2014,209,1351,2
6/4/2018,Bucks,PA,2018,155,11/7/2017,9/22/2014,209,1351,2
6/10/2018,Bucks,PA,2018,161,11/7/2017,9/22/2014,215,1357,1
6/14/2018,Berks,PA,2018,165,11/7/2017,9/22/2014,219,1361,1
6/14/2018,Montgomery,PA,2018,165,11/7/2017,9/22/2014,219,1361,2
6/15/2018,Montgomery,PA,2018,166,11/7/2017,9/22/2014,220,1362,1
6/16/2018,Bucks,PA,2018,167,11/7/2017,9/22/2014,221,1363,1
6/20/2018,Lancaster,PA,2018,171,11/7/2017,9/22/2014,225,1367,1
6/20/2018,Montgomery,PA,2018,171,11/7/2017,9/22/2014,225,1367,1
6/22/2018,Montgomery,PA,2018,173,11/7/2017,9/22/2014,227,1369,1
6/24/2018,Montgomery,PA,2018,175,11/7/2017,9/22/2014,229,1371,1
6/25/2018,Montgomery,PA,2018,176,11/7/2017,9/22/2014,230,1372,1
6/28/2018,Berks,PA,2018,179,11/7/2017,9/22/2014,233,1375,1
7/2/2018,Bucks,PA,2018,183,11/7/2017,9/22/2014,237,1379,1
7/4/2018,Chester,PA,2018,185,11/7/2017,9/22/2014,239,1381,1
7/5/2018,Berks,PA,2018,186,11/7/2017,9/22/2014,240,1382,2
7/8/2018,Berks,PA,2018,189,11/7/2017,9/22/2014,243,1385,1
7/9/2018,Berks,PA,2018,190,11/7/2017,9/22/2014,244,1386,1
7/10/2018,Montgomery,PA,2018,191,11/7/2017,9/22/2014,245,1387,1
7/11/2018,Carbon,PA,2018,192,11/7/2017,9/22/2014,246,1388,1
7/12/2018,Berks,PA,2018,193,11/7/2017,9/22/2014,247,1389,1
7/12/2018,Bucks,PA,2018,193,11/7/2017,9/22/2014,247,1389,1
7/15/2018,Lehigh,PA,2018,196,11/7/2017,9/22/2014,250,1392,1
7/15/2018,Montgomery,PA,2018,196,11/7/2017,9/22/2014,250,1392,2
7/17/2018,Berks,PA,2018,198,11/7/2017,9/22/2014,252,1394,1
7/17/2018,Montgomery,PA,2018,198,11/7/2017,9/22/2014,252,1394,1
7/18/2018,Berks,PA,2018,199,11/7/2017,9/22/2014,253,1395,1
7/18/2018,Montgomery,PA,2018,199,11/7/2017,9/22/2014,253,1395,1
7/18/2018,Lehigh,PA,2018,199,11/7/2017,9/22/2014,253,1395,2
7/20/2018,Montgomery,PA,2018,201,11/7/2017,9/22/2014,255,1397,2
7/21/2018,Berks,PA,2018,202,11/7/2017,9/22/2014,256,1398,1
7/21/2018,Montgomery,PA,2018,202,11/7/2017,9/22/2014,256,1398,1
7/23/2018,Berks,PA,2018,204,11/7/2017,9/22/2014,258,1400,1
7/24/2018,Berks,PA,2018,205,11/7/2017,9/22/2014,259,1401,2
7/26/2018,Northampton,PA,2018,207,11/7/2017,9/22/2014,261,1403,1
7/28/2018,Bucks,PA,2018,209,11/7/2017,9/22/2014,263,1405,1
7/28/2018,Berks,PA,2018,209,11/7/2017,9/22/2014,263,1405,3
7/28/2018,Montgomery,PA,2018,209,11/7/2017,9/22/2014,263,1405,6
7/30/2018,Montgomery,PA,2018,211,11/7/2017,9/22/2014,265,1407,1
8/2/2018,Montgomery,PA,2018,214,11/7/2017,9/22/2014,268,1410,1
8/3/2018,Chester,PA,2018,215,11/7/2017,9/22/2014,269,1411,1
8/4/2018,Berks,PA,2018,216,11/7/2017,9/22/2014,270,1412,1
8/4/2018,Chester,PA,2018,216,11/7/2017,9/22/2014,270,1412,1
8/5/2018,Bucks,PA,2018,217,11/7/2017,9/22/2014,271,1413,1
8/6/2018,Bucks,PA,2018,218,11/7/2017,9/22/2014,272,1414,1
8/6/2018,Carbon,PA,2018,218,11/7/2017,9/22/2014,272,1414,1
8/6/2018,Chester,PA,2018,218,11/7/2017,9/22/2014,272,1414,1
8/6/2018,Montgomery,PA,2018,218,11/7/2017,9/22/2014,272,1414,2
8/7/2018,Bucks,PA,2018,219,11/7/2017,9/22/2014,273,1415,1
8/7/2018,Chester,PA,2018,219,11/7/2017,9/22/2014,273,1415,1
8/8/2018,Bucks,PA,2018,220,11/7/2017,9/22/2014,274,1416,1
8/8/2018,Montgomery,PA,2018,220,11/7/2017,9/22/2014,274,1416,1
8/9/2018,Lehigh,PA,2018,221,11/7/2017,9/22/2014,275,1417,1
8/9/2018,Montgomery,PA,2018,221,11/7/2017,9/22/2014,275,1417,2
8/10/2018,Berks,PA,2018,222,11/7/2017,9/22/2014,276,1418,1
8/10/2018,Montgomery,PA,2018,222,11/7/2017,9/22/2014,276,1418,1
8/11/2018,Berks,PA,2018,223,11/7/2017,9/22/2014,277,1419,1
8/11/2018,Chester,PA,2018,223,11/7/2017,9/22/2014,277,1419,1
8/11/2018,Lehigh,PA,2018,223,11/7/2017,9/22/2014,277,1419,1
8/12/2018,Montgomery,PA,2018,224,11/7/2017,9/22/2014,278,1420,1
8/14/2018,Montgomery,PA,2018,226,11/7/2017,9/22/2014,280,1422,1
8/15/2018,Montgomery,PA,2018,227,11/7/2017,9/22/2014,281,1423,2
8/16/2018,Bucks,PA,2018,228,11/7/2017,9/22/2014,282,1424,1
8/16/2018,Montgomery,PA,2018,228,11/7/2017,9/22/2014,282,1424,2
8/17/2018,Bucks,PA,2018,229,11/7/2017,9/22/2014,283,1425,1
8/17/2018,Berks,PA,2018,229,11/7/2017,9/22/2014,283,1425,6
8/18/2018,Berks,PA,2018,230,11/7/2017,9/22/2014,284,1426,2
8/18/2018,Lehigh,PA,2018,230,11/7/2017,9/22/2014,284,1426,2
8/18/2018,Montgomery,PA,2018,230,11/7/2017,9/22/2014,284,1426,3
8/19/2018,Berks,PA,2018,231,11/7/2017,9/22/2014,285,1427,1
8/19/2018,Montgomery,PA,2018,231,11/7/2017,9/22/2014,285,1427,1
8/20/2018,Bucks,PA,2018,232,11/7/2017,9/22/2014,286,1428,1
8/20/2018,Montgomery,PA,2018,232,11/7/2017,9/22/2014,286,1428,1
8/21/2018,Berks,PA,2018,233,11/7/2017,9/22/2014,287,1429,1
8/21/2018,Chester,PA,2018,233,11/7/2017,9/22/2014,287,1429,1
8/22/2018,Berks,PA,2018,234,11/7/2017,9/22/2014,288,1430,1
8/22/2018,Montgomery,PA,2018,234,11/7/2017,9/22/2014,288,1430,1
8/23/2018,Lehigh,PA,2018,235,11/7/2017,9/22/2014,289,1431,1
8/23/2018,Montgomery,PA,2018,235,11/7/2017,9/22/2014,289,1431,2
8/24/2018,Montgomery,PA,2018,236,11/7/2017,9/22/2014,290,1432,1
8/25/2018,Philadelphia,PA,2018,237,11/7/2017,9/22/2014,291,1433,1
8/25/2018,Lehigh,PA,2018,237,11/7/2017,9/22/2014,291,1433,2
8/26/2018,Chester,PA,2018,238,11/7/2017,9/22/2014,292,1434,2
8/26/2018,Montgomery,PA,2018,238,11/7/2017,9/22/2014,292,1434,2
8/27/2018,Chester,PA,2018,239,11/7/2017,9/22/2014,293,1435,1
8/27/2018,Lehigh,PA,2018,239,11/7/2017,9/22/2014,293,1435,1
8/28/2018,Montgomery,PA,2018,240,11/7/2017,9/22/2014,294,1436,2
8/29/2018,Montgomery,PA,2018,241,11/7/2017,9/22/2014,295,1437,1
8/29/2018,Northampton,PA,2018,241,11/7/2017,9/22/2014,295,1437,1
8/30/2018,Lehigh,PA,2018,242,11/7/2017,9/22/2014,296,1438,1
8/30/2018,Northampton,PA,2018,242,11/7/2017,9/22/2014,296,1438,2
8/31/2018,Northampton,PA,2018,243,11/7/2017,9/22/2014,297,1439,1
9/1/2018,Berks,PA,2018,244,11/7/2017,9/22/2014,298,1440,1
9/1/2018,Centre,PA,2018,244,11/7/2017,9/22/2014,298,1440,1
9/1/2018,Chester,PA,2018,244,11/7/2017,9/22/2014,298,1440,1
9/1/2018,Lehigh,PA,2018,244,11/7/2017,9/22/2014,298,1440,1
9/1/2018,Montgomery,PA,2018,244,11/7/2017,9/22/2014,298,1440,1
9/1/2018,Northampton,PA,2018,244,11/7/2017,9/22/2014,298,1440,1
9/2/2018,Lehigh,PA,2018,245,11/7/2017,9/22/2014,299,1441,1
9/2/2018,Montgomery,PA,2018,245,11/7/2017,9/22/2014,299,1441,1
9/3/2018,Lehigh,PA,2018,246,11/7/2017,9/22/2014,300,1442,1
9/3/2018,Washington,PA,2018,246,11/7/2017,9/22/2014,300,1442,1
9/3/2018,Bucks,PA,2018,246,11/7/2017,9/22/2014,300,1442,2
9/4/2018,Montgomery,PA,2018,247,11/7/2017,9/22/2014,301,1443,1
9/5/2018,Lehigh,PA,2018,248,11/7/2017,9/22/2014,302,1444,1
9/5/2018,Montgomery,PA,2018,248,11/7/2017,9/22/2014,302,1444,1
9/6/2018,Northampton,PA,2018,249,11/7/2017,9/22/2014,303,1445,1
9/7/2018,Berks,PA,2018,250,11/7/2017,9/22/2014,304,1446,1
9/7/2018,Lehigh,PA,2018,250,11/7/2017,9/22/2014,304,1446,1
9/7/2018,Montgomery,PA,2018,250,11/7/2017,9/22/2014,304,1446,1
9/7/2018,Northampton,PA,2018,250,11/7/2017,9/22/2014,304,1446,1
9/8/2018,Chester,PA,2018,251,11/7/2017,9/22/2014,305,1447,1
9/8/2018,Lehigh,PA,2018,251,11/7/2017,9/22/2014,305,1447,1
9/8/2018,Northampton,PA,2018,251,11/7/2017,9/22/2014,305,1447,1
9/8/2018,Berks,PA,2018,251,11/7/2017,9/22/2014,305,1447,3
9/8/2018,Lancaster,PA,2018,251,11/7/2017,9/22/2014,305,1447,3
9/11/2018,Northampton,PA,2018,254,11/7/2017,9/22/2014,308,1450,1
9/12/2018,Montgomery,PA,2018,255,11/7/2017,9/22/2014,309,1451,1
9/13/2018,Bucks,PA,2018,256,11/7/2017,9/22/2014,310,1452,2
9/13/2018,Montgomery,PA,2018,256,11/7/2017,9/22/2014,310,1452,2
9/14/2018,Berks,PA,2018,257,11/7/2017,9/22/2014,311,1453,1
9/14/2018,Northampton,PA,2018,257,11/7/2017,9/22/2014,311,1453,1
9/15/2018,Berks,PA,2018,258,11/7/2017,9/22/2014,312,1454,1
9/15/2018,Monroe,PA,2018,258,11/7/2017,9/22/2014,312,1454,1
9/15/2018,Chester,PA,2018,258,11/7/2017,9/22/2014,312,1454,3
9/15/2018,Lancaster,PA,2018,258,11/7/2017,9/22/2014,312,1454,3
9/16/2018,Bucks,PA,2018,259,11/7/2017,9/22/2014,313,1455,1
9/16/2018,Chester,PA,2018,259,11/7/2017,9/22/2014,313,1455,1
9/16/2018,Cumberland,PA,2018,259,11/7/2017,9/22/2014,313,1455,1
9/16/2018,Lehigh,PA,2018,259,11/7/2017,9/22/2014,313,1455,1
9/16/2018,Northampton,PA,2018,259,11/7/2017,9/22/2014,313,1455,1
9/16/2018,Berks,PA,2018,259,11/7/2017,9/22/2014,313,1455,2
9/17/2018,Montgomery,PA,2018,260,11/7/2017,9/22/2014,314,1456,1
9/17/2018,Northampton,PA,2018,260,11/7/2017,9/22/2014,314,1456,2
9/18/2018,Northampton,PA,2018,261,11/7/2017,9/22/2014,315,1457,1
9/18/2018,Lehigh,PA,2018,261,11/7/2017,9/22/2014,315,1457,2
9/19/2018,Northampton,PA,2018,262,11/7/2017,9/22/2014,316,1458,1
9/19/2018,Montgomery,PA,2018,262,11/7/2017,9/22/2014,316,1458,2
9/19/2018,Chester,PA,2018,262,11/7/2017,9/22/2014,316,1458,3
9/20/2018,Lancaster,PA,2018,263,11/7/2017,9/22/2014,317,1459,1
9/20/2018,Montgomery,PA,2018,263,11/7/2017,9/22/2014,317,1459,18
9/21/2018,Lancaster,PA,2018,264,11/7/2017,9/22/2014,318,1460,1
9/21/2018,Berks,PA,2018,264,11/7/2017,9/22/2014,318,1460,4
9/21/2018,Montgomery,PA,2018,264,11/7/2017,9/22/2014,318,1460,14
9/22/2018,Montgomery,PA,2018,265,11/7/2017,9/22/2014,319,1461,3
9/23/2018,Lancaster,PA,2018,266,11/7/2017,9/22/2014,320,1462,1
9/23/2018,Lehigh,PA,2018,266,11/7/2017,9/22/2014,320,1462,1
9/23/2018,Northampton,PA,2018,266,11/7/2017,9/22/2014,320,1462,1
9/24/2018,Berks,PA,2018,267,11/7/2017,9/22/2014,321,1463,1
9/24/2018,Chester,PA,2018,267,11/7/2017,9/22/2014,321,1463,1
9/25/2018,Northampton,PA,2018,268,11/7/2017,9/22/2014,322,1464,1
9/26/2018,Montgomery,PA,2018,269,11/7/2017,9/22/2014,323,1465,1
9/26/2018,Northampton,PA,2018,269,11/7/2017,9/22/2014,323,1465,1
9/26/2018,Chester,PA,2018,269,11/7/2017,9/22/2014,323,1465,2
9/26/2018,Lehigh,PA,2018,269,11/7/2017,9/22/2014,323,1465,3
9/27/2018,Berks,PA,2018,270,11/7/2017,9/22/2014,324,1466,1
9/27/2018,Chester,PA,2018,270,11/7/2017,9/22/2014,324,1466,1
9/28/2018,Lancaster,PA,2018,271,11/7/2017,9/22/2014,325,1467,1
9/28/2018,Montgomery,PA,2018,271,11/7/2017,9/22/2014,325,1467,1
9/29/2018,Berks,PA,2018,272,11/7/2017,9/22/2014,326,1468,1
9/29/2018,Montgomery,PA,2018,272,11/7/2017,9/22/2014,326,1468,2
9/29/2018,Philadelphia,PA,2018,272,11/7/2017,9/22/2014,326,1468,3
9/29/2018,Lehigh,PA,2018,272,11/7/2017,9/22/2014,326,1468,5
9/30/2018,Lehigh,PA,2018,273,11/7/2017,9/22/2014,327,1469,1
9/30/2018,Berks,PA,2018,273,11/7/2017,9/22/2014,327,1469,3
9/30/2018,Montgomery,PA,2018,273,11/7/2017,9/22/2014,327,1469,4
10/1/2018,Chester,PA,2018,274,11/7/2017,9/22/2014,328,1470,1
10/1/2018,Montgomery,PA,2018,274,11/7/2017,9/22/2014,328,1470,1
10/2/2018,Philadelphia,PA,2018,275,11/7/2017,9/22/2014,329,1471,1
10/2/2018,Berks,PA,2018,275,11/7/2017,9/22/2014,329,1471,4
10/3/2018,Chester,PA,2018,276,11/7/2017,9/22/2014,330,1472,1
10/3/2018,Lancaster,PA,2018,276,11/7/2017,9/22/2014,330,1472,1
10/3/2018,Lehigh,PA,2018,276,11/7/2017,9/22/2014,330,1472,1
10/3/2018,Montgomery,PA,2018,276,11/7/2017,9/22/2014,330,1472,2
10/4/2018,Delaware,PA,2018,277,11/7/2017,9/22/2014,331,1473,1
10/4/2018,Montgomery,PA,2018,277,11/7/2017,9/22/2014,331,1473,2
10/4/2018,Philadelphia,PA,2018,277,11/7/2017,9/22/2014,331,1473,2
10/5/2018,Lancaster,PA,2018,278,11/7/2017,9/22/2014,332,1474,1
10/6/2018,Philadelphia,PA,2018,279,11/7/2017,9/22/2014,333,1475,1
10/7/2018,Bucks,PA,2018,280,11/7/2017,9/22/2014,334,1476,1
10/7/2018,Northampton,PA,2018,280,11/7/2017,9/22/2014,334,1476,1
10/7/2018,Lehigh,PA,2018,280,11/7/2017,9/22/2014,334,1476,2
10/8/2018,Berks,PA,2018,281,11/7/2017,9/22/2014,335,1477,1
10/8/2018,Lehigh,PA,2018,281,11/7/2017,9/22/2014,335,1477,1
10/8/2018,Montgomery,PA,2018,281,11/7/2017,9/22/2014,335,1477,2
10/9/2018,Bucks,PA,2018,282,11/7/2017,9/22/2014,336,1478,1
10/9/2018,Lehigh,PA,2018,282,11/7/2017,9/22/2014,336,1478,1
10/9/2018,Montgomery,PA,2018,282,11/7/2017,9/22/2014,336,1478,2
10/9/2018,Berks,PA,2018,282,11/7/2017,9/22/2014,336,1478,5
10/10/2018,Chester,PA,2018,283,11/7/2017,9/22/2014,337,1479,1
10/11/2018,Berks,PA,2018,284,11/7/2017,9/22/2014,338,1480,1
10/12/2018,Berks,PA,2018,285,11/7/2017,9/22/2014,339,1481,1
10/12/2018,Bucks,PA,2018,285,11/7/2017,9/22/2014,339,1481,1
10/12/2018,Northampton,PA,2018,285,11/7/2017,9/22/2014,339,1481,1
10/13/2018,Montgomery,PA,2018,286,11/7/2017,9/22/2014,340,1482,3
10/16/2018,Bucks,PA,2018,289,11/7/2017,9/22/2014,343,1485,1
10/16/2018,Schuylkill,PA,2018,289,11/7/2017,9/22/2014,343,1485,1
10/16/2018,Philadelphia,PA,2018,289,11/7/2017,9/22/2014,343,1485,2
10/19/2018,Montgomery,PA,2018,292,11/7/2017,9/22/2014,346,1488,1
10/20/2018,Bucks,PA,2018,293,11/7/2017,9/22/2014,347,1489,1
10/20/2018,Lancaster,PA,2018,293,11/7/2017,9/22/2014,347,1489,1
10/21/2018,Berks,PA,2018,294,11/7/2017,9/22/2014,348,1490,1
10/21/2018,Chester,PA,2018,294,11/7/2017,9/22/2014,348,1490,1
10/21/2018,Montgomery,PA,2018,294,11/7/2017,9/22/2014,348,1490,1
10/23/2018,Bucks,PA,2018,296,11/7/2017,9/22/2014,350,1492,1
10/24/2018,Berks,PA,2018,297,11/7/2017,9/22/2014,351,1493,3
10/25/2018,Lehigh,PA,2018,298,11/7/2017,9/22/2014,352,1494,1
10/25/2018,Montgomery,PA,2018,298,11/7/2017,9/22/2014,352,1494,1
10/26/2018,Montgomery,PA,2018,299,11/7/2017,9/22/2014,353,1495,1
10/29/2018,Berks,PA,2018,302,11/7/2017,9/22/2014,356,1498,1
10/30/2018,Montgomery,PA,2018,303,11/7/2017,9/22/2014,357,1499,1
10/30/2018,Berks,PA,2018,303,11/7/2017,9/22/2014,357,1499,2
10/31/2018,Berks,PA,2018,304,11/7/2017,9/22/2014,358,1500,1
11/1/2018,Chester,PA,2018,305,11/7/2017,9/22/2014,359,1501,1
11/1/2018,Northampton,PA,2018,305,11/7/2017,9/22/2014,359,1501,1
11/1/2018,Berks,PA,2018,305,11/7/2017,9/22/2014,359,1501,2
11/2/2018,Chester,PA,2018,306,11/7/2017,9/22/2014,360,1502,1
11/2/2018,Montgomery,PA,2018,306,11/7/2017,9/22/2014,360,1502,2
11/3/2018,Chester,PA,2018,307,11/7/2017,9/22/2014,361,1503,1
11/3/2018,Montgomery,PA,2018,307,11/7/2017,9/22/2014,361,1503,2
11/4/2018,Montgomery,PA,2018,308,11/7/2017,9/22/2014,362,1504,1
11/12/2018,Berks,PA,2018,316,11/7/2017,9/22/2014,370,1512,1
11/13/2018,Chester,PA,2018,317,11/7/2017,9/22/2014,371,1513,1
11/24/2018,Lehigh,PA,2018,328,11/7/2017,9/22/2014,382,1524,4
12/23/2018,Chester,PA,2018,357,11/7/2017,9/22/2014,411,1553,1
12/29/2018,Berks,PA,2018,363,11/7/2017,9/22/2014,417,1559,1
1/16/2019,Berks,PA,2019,16,11/7/2017,9/22/2014,435,1577,1
3/23/2019,Montgomery,PA,2019,82,11/7/2017,9/22/2014,501,1643,8
3/29/2019,Philadelphia,PA,2019,88,11/7/2017,9/22/2014,507,1649,1
4/6/2019,Philadelphia,PA,2019,96,11/7/2017,9/22/2014,515,1657,1
4/13/2019,Montgomery,PA,2019,103,11/7/2017,9/22/2014,522,1664,1
4/14/2019,Northampton,PA,2019,104,11/7/2017,9/22/2014,523,1665,3
4/23/2019,Montgomery,PA,2019,113,11/7/2017,9/22/2014,532,1674,2
5/16/2019,Chester,PA,2019,136,11/7/2017,9/22/2014,555,1697,1
5/16/2019,Montgomery,PA,2019,136,11/7/2017,9/22/2014,555,1697,1
5/18/2019,Philadelphia,PA,2019,138,11/7/2017,9/22/2014,557,1699,1
5/19/2019,Chester,PA,2019,139,11/7/2017,9/22/2014,558,1700,3
5/20/2019,Chester,PA,2019,140,11/7/2017,9/22/2014,559,1701,1
5/22/2019,Bucks,PA,2019,142,11/7/2017,9/22/2014,561,1703,1
5/22/2019,Montgomery,PA,2019,142,11/7/2017,9/22/2014,561,1703,1
5/22/2019,Northampton,PA,2019,142,11/7/2017,9/22/2014,561,1703,1
5/23/2019,Berks,PA,2019,143,11/7/2017,9/22/2014,562,1704,1
5/23/2019,Chester,PA,2019,143,11/7/2017,9/22/2014,562,1704,2
5/24/2019,Berks,PA,2019,144,11/7/2017,9/22/2014,563,1705,1
5/24/2019,Montgomery,PA,2019,144,11/7/2017,9/22/2014,563,1705,1
5/25/2019,Philadelphia,PA,2019,145,11/7/2017,9/22/2014,564,1706,1
5/25/2019,Montgomery,PA,2019,145,11/7/2017,9/22/2014,564,1706,4
5/26/2019,Chester,PA,2019,146,11/7/2017,9/22/2014,565,1707,1
5/26/2019,Philadelphia,PA,2019,146,11/7/2017,9/22/2014,565,1707,1
5/27/2019,Chester,PA,2019,147,11/7/2017,9/22/2014,566,1708,1
5/27/2019,Montgomery,PA,2019,147,11/7/2017,9/22/2014,566,1708,1
5/28/2019,Bucks,PA,2019,148,11/7/2017,9/22/2014,567,1709,1
5/29/2019,Philadelphia,PA,2019,149,11/7/2017,9/22/2014,568,1710,1
5/30/2019,Bucks,PA,2019,150,11/7/2017,9/22/2014,569,1711,1
5/31/2019,Lancaster,PA,2019,151,11/7/2017,9/22/2014,570,1712,1
6/1/2019,Chester,PA,2019,152,11/7/2017,9/22/2014,571,1713,1
6/1/2019,Montgomery,PA,2019,152,11/7/2017,9/22/2014,571,1713,1
6/1/2019,Northampton,PA,2019,152,11/7/2017,9/22/2014,571,1713,1
6/1/2019,Lancaster,PA,2019,152,11/7/2017,9/22/2014,571,1713,2
6/1/2019,Philadelphia,PA,2019,152,11/7/2017,9/22/2014,571,1713,6
6/2/2019,Lehigh,PA,2019,153,11/7/2017,9/22/2014,572,1714,1
6/3/2019,Berks,PA,2019,154,11/7/2017,9/22/2014,573,1715,1
6/3/2019,Northampton,PA,2019,154,11/7/2017,9/22/2014,573,1715,2
6/3/2019,Philadelphia,PA,2019,154,11/7/2017,9/22/2014,573,1715,2
6/4/2019,Chester,PA,2019,155,11/7/2017,9/22/2014,574,1716,2
6/5/2019,Delaware,PA,2019,156,11/7/2017,9/22/2014,575,1717,1
6/5/2019,Philadelphia,PA,2019,156,11/7/2017,9/22/2014,575,1717,1
6/5/2019,Northampton,PA,2019,156,11/7/2017,9/22/2014,575,1717,7
6/6/2019,Chester,PA,2019,157,11/7/2017,9/22/2014,576,1718,2
6/7/2019,Chester,PA,2019,158,11/7/2017,9/22/2014,577,1719,1
6/7/2019,Philadelphia,PA,2019,158,11/7/2017,9/22/2014,577,1719,1
6/7/2019,Montgomery,PA,2019,158,11/7/2017,9/22/2014,577,1719,2
6/8/2019,Lehigh,PA,2019,159,11/7/2017,9/22/2014,578,1720,1
6/8/2019,Montgomery,PA,2019,159,11/7/2017,9/22/2014,578,1720,3
