ObservedDate,County,State,Count,Year,DOY,FirstiNatReport,FirstInvasion,iNatSince,SinceOfficialInvasion
10/2/2018,Berks,PA,1,2018,275,11/7/2015,9/22/2014,1060,1471
10/2/2018,Berks,PA,1,2018,275,11/7/2015,9/22/2014,1060,1471
10/2/2018,Berks,PA,1,2018,275,11/7/2015,9/22/2014,1060,1471
10/2/2018,Berks,PA,1,2018,275,11/7/2015,9/22/2014,1060,1471
10/2/2018,Philadelphia,PA,1,2018,275,11/7/2015,9/22/2014,1060,1471
10/1/2018,Chester,PA,1,2018,274,11/7/2015,9/22/2014,1059,1470
9/29/2018,Montgomery,PA,1,2018,272,11/7/2015,9/22/2014,1057,1468
10/3/2018,Lancaster,PA,1,2018,276,11/7/2015,9/22/2014,1061,1472
10/3/2018,Montgomery,PA,1,2018,276,11/7/2015,9/22/2014,1061,1472
10/3/2018,Chester,PA,1,2018,276,11/7/2015,9/22/2014,1061,1472
10/4/2018,Philadelphia,PA,1,2018,277,11/7/2015,9/22/2014,1062,1473
10/3/2018,Montgomery,PA,1,2018,276,11/7/2015,9/22/2014,1061,1472
10/4/2018,Philadelphia,PA,1,2018,277,11/7/2015,9/22/2014,1062,1473
7/4/2018,Chester,PA,1,2018,185,11/7/2015,9/22/2014,970,1381
10/3/2018,Lehigh,PA,1,2018,276,11/7/2015,9/22/2014,1061,1472
10/5/2018,Lancaster,PA,1,2018,278,11/7/2015,9/22/2014,1063,1474
10/6/2018,Philadelphia,PA,1,2018,279,11/7/2015,9/22/2014,1064,1475
10/4/2018,Delaware,PA,1,2018,277,11/7/2015,9/22/2014,1062,1473
10/7/2018,Lehigh,PA,1,2018,280,11/7/2015,9/22/2014,1065,1476
10/7/2018,Northampton,PA,1,2018,280,11/7/2015,9/22/2014,1065,1476
10/8/2018,Montgomery,PA,1,2018,281,11/7/2015,9/22/2014,1066,1477
10/8/2018,Lehigh,PA,1,2018,281,11/7/2015,9/22/2014,1066,1477
10/8/2018,Berks,PA,1,2018,281,11/7/2015,9/22/2014,1066,1477
10/9/2018,Berks,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Berks,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Berks,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Berks,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Montgomery,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Lehigh,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Bucks,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Berks,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/9/2018,Montgomery,PA,1,2018,282,11/7/2015,9/22/2014,1067,1478
10/10/2018,Chester,PA,1,2018,283,11/7/2015,9/22/2014,1068,1479
10/11/2018,Berks,PA,1,2018,284,11/7/2015,9/22/2014,1069,1480
10/12/2018,Berks,PA,1,2018,285,11/7/2015,9/22/2014,1070,1481
